word_german,word_english,semantic_category,exemplar_generation_n_20,exemplar_generation_percent,typical_M,typical_SD,aoa_M,aoa_SD,familiar_M,familiar_SD,frequency,frequency_log,phonemes,syllables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zeisig,siskin,bird,1,0.05,2.56,1.79,5.39,1.33,2.41,1.12,0.37,-0.43,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spatz,sparrow,bird,11,0.55,1.25,0.79,2.55,0.94,4.05,0.94,2.62,0.42,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sperber,sparrowhawk,bird,3,0.15,2.67,1.78,5.53,1.07,2.39,1.33,0.74,-0.13,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buntspecht,spotted woodpecker,bird,2,0.10,1.60,0.88,3.65,1.18,3.00,1.41,0.25,-0.60,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
storch,stork,bird,12,0.60,2.25,1.59,2.10,0.79,3.35,1.23,2.89,0.46,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schwan,swan,bird,8,0.40,2.35,1.76,2.05,0.89,3.55,1.05,3.47,0.54,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mauersegler,swift,bird,3,0.15,2.60,1.47,5.47,1.31,2.37,0.90,0.23,-0.64,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drossel,thrush,bird,17,0.85,1.83,1.15,3.85,1.04,2.95,1.43,0.70,-0.15,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meise,tit,bird,11,0.55,1.15,0.49,3.25,0.72,3.30,1.45,0.82,-0.09,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pute,turkey,bird,1,0.05,3.20,1.88,3.40,0.94,3.35,1.23,0.56,-0.25,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geier,vulture,bird,11,0.55,2.58,1.74,3.80,0.95,2.50,1.19,2.02,0.31,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bachstelze,wagtail,bird,4,0.20,2.70,1.72,5.21,1.23,2.35,1.27,0.18,-0.75,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weißstorch,white stork,bird,1,0.05,2.63,1.92,5.15,1.76,2.30,1.17,None,None,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wildente,wild duck,bird,1,0.05,3.05,1.87,4.75,1.37,2.55,1.36,0.59,-0.23,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auerhahn,wood grouse,bird,1,0.05,3.40,1.96,4.89,1.37,1.75,0.79,0.58,-0.24,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specht,woodpecker,bird,10,0.50,1.35,0.59,2.65,0.99,3.16,1.21,2.24,0.35,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zaunkönig,wren,bird,3,0.15,2.32,1.63,4.15,1.46,2.15,1.04,0.32,-0.50,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spargel,asparagus,vegetable,14,0.70,1.60,1.14,3.60,1.70,4.10,0.91,2.66,0.42,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aubergine,aubergine,vegetable,10,0.50,2.50,1.47,5.95,1.35,3.40,1.23,0.26,-0.58,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avocado,avocado,vegetable,2,0.10,3.39,1.85,5.89,1.57,3.50,1.19,0.06,-1.24,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bohne,bean,vegetable,13,0.65,2.15,1.69,2.75,1.07,3.55,1.36,6.27,0.80,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fleischtomate,beef tomato,vegetable,1,0.05,2.25,1.37,5.53,1.95,3.95,1.15,0.02,-1.61,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rote beete,beetroot,vegetable,3,0.15,2.35,1.46,3.45,1.39,3.30,1.45,0.00,0.00,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brokkoli,broccoli,vegetable,13,0.65,1.70,1.03,5.53,1.98,4.20,0.83,0.17,-0.77,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosenkohl,Brussels sprouts,vegetable,7,0.35,1.45,0.94,3.20,1.28,4.15,0.88,0.87,-0.06,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mohrrübe,carrot,vegetable,19,0.95,1.15,0.49,2.25,0.79,4.15,1.09,1.50,0.18,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blumenkohl,cauliflower,vegetable,13,0.65,1.35,0.75,2.85,1.18,4.20,0.77,2.51,0.40,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knollensellerie,celeriac,vegetable,1,0.05,3.05,1.90,5.75,1.52,2.55,1.36,0.17,-0.77,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sellerie,celery,vegetable,10,0.50,2.45,1.61,3.90,1.21,3.15,1.27,1.77,0.25,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kirschtomate,cherry tomato,vegetable,1,0.05,2.78,1.99,6.11,1.37,3.63,1.01,None,None,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicoree,chicory,vegetable,3,0.15,2.40,1.64,5.89,1.41,3.58,1.46,0.03,-1.49,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peperoni,chilli,vegetable,1,0.05,3.63,1.92,5.35,1.53,3.45,1.23,0.04,-1.39,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chilischote,chilli pepper,vegetable,1,0.05,4.06,1.86,5.50,1.41,3.10,1.21,0.01,-2.09,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chinakohl,Chinese cabbage,vegetable,1,0.05,3.00,1.97,5.74,1.48,2.70,1.42,0.48,-0.32,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocktailtomate,cocktail tomato,vegetable,1,0.05,2.70,1.75,6.30,1.13,3.95,1.32,None,None,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zucchini,courgette,vegetable,13,0.65,2.00,1.30,5.95,1.54,3.80,1.11,0.01,-2.09,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gurke,cucumber,vegetable,20,1.00,1.10,0.31,2.20,0.70,4.45,0.94,4.41,0.64,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenchel,fennel,vegetable,6,0.30,3.59,1.70,5.15,2.11,2.85,1.39,1.23,0.09,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ingwer,ginger,vegetable,1,0.05,3.94,1.95,6.16,1.26,3.55,1.39,0.61,-0.21,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grünkohl,green cabbage,vegetable,2,0.10,1.95,1.50,4.30,1.45,3.20,1.32,0.56,-0.25,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eisbergsalat,iceberg lettuce,vegetable,2,0.10,2.75,1.65,5.56,1.69,3.90,0.91,None,None,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kidneybohne,kidney bean,vegetable,1,0.05,4.25,1.89,5.88,1.50,2.90,1.21,None,None,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kohlrabi,kohlrabi,vegetable,14,0.70,1.80,1.32,2.85,0.81,3.75,0.97,1.19,0.08,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feldsalat,lamb's lettuce,vegetable,2,0.10,2.65,1.53,4.10,1.80,4.15,1.04,0.38,-0.42,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blattsalat,leaf salad,vegetable,3,0.15,2.35,1.81,4.15,1.79,4.00,1.17,0.15,-0.83,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
porree,leek,vegetable,11,0.55,2.15,1.39,3.50,1.19,3.60,1.35,0.92,-0.04,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salat,lettuce,vegetable,8,0.40,2.25,1.71,2.35,1.04,4.50,0.83,8.48,0.93,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olive,olive,vegetable,1,0.05,3.39,1.79,5.63,1.74,4.10,1.02,1.68,0.23,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwiebel,onion,vegetable,11,0.55,1.75,1.29,2.20,0.52,4.55,0.69,10.50,1.02,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erbse,pea,vegetable,12,0.60,1.75,1.21,2.10,0.55,4.20,0.89,4.97,0.70,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paprika,pepper,vegetable,15,0.75,1.65,0.99,3.90,1.80,4.45,0.69,2.81,0.45,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kartoffel,potato,vegetable,10,0.50,1.37,1.38,1.95,0.60,4.70,0.47,23.81,1.38,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kürbis,pumpkin,vegetable,7,0.35,2.74,1.82,3.15,1.31,3.55,1.19,1.39,0.14,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radieschen,radish,vegetable,10,0.50,1.80,1.15,2.80,1.11,3.80,1.01,1.10,0.04,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rotkohl,red cabbage,vegetable,5,0.25,1.80,1.20,2.85,1.31,4.20,0.70,0.60,-0.22,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rucola,rocket,vegetable,1,0.05,2.95,1.90,6.18,1.42,3.55,1.23,None,None,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wirsingkohl,savoy cabbage,vegetable,2,0.10,2.25,1.71,4.53,1.65,3.10,1.25,0.35,-0.45,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schalotte,shallot,vegetable,2,0.10,2.84,1.71,6.17,1.29,3.26,1.24,0.19,-0.73,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sprosse,shoot,vegetable,1,0.05,4.55,1.88,5.35,1.53,2.68,1.25,2.35,0.37,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sauerampfer,sorrel,vegetable,1,0.05,4.88,1.80,4.26,1.73,2.50,1.24,0.37,-0.43,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spinat,spinach,vegetable,10,0.50,1.80,1.24,2.15,0.81,3.95,1.32,2.62,0.42,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stangensellerie,stalk celery,vegetable,1,0.05,2.74,1.63,5.32,1.67,3.20,1.40,0.03,-1.49,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esskastanie,sweet chestnut,vegetable,1,0.05,4.53,1.81,5.32,1.73,2.70,1.42,None,None,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mais,sweetcorn,vegetable,10,0.50,2.26,1.37,3.15,1.31,3.90,1.02,7.68,0.89,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomate,tomato,vegetable,17,0.85,1.15,0.49,2.05,0.76,4.55,0.89,6.06,0.78,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strauchtomate,vine tomato,vegetable,1,0.05,2.40,1.43,4.95,1.58,4.15,0.93,None,None,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weißkohl,white cabbage,vegetable,6,0.30,2.15,1.69,3.35,1.39,3.60,1.19,0.87,-0.06,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rettich,white radish,vegetable,9,0.45,2.85,1.81,4.60,1.60,3.30,1.56,1.42,0.15,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apfel,apple,fruit,20,1.00,1.05,0.22,1.75,0.55,4.60,0.99,13.15,1.12,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aprikose,apricot,fruit,16,0.80,1.80,1.11,3.35,1.09,3.95,1.05,1.55,0.19,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banane,banana,fruit,17,0.85,1.25,1.12,2.60,1.35,4.60,0.60,3.26,0.51,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brombeere,blackberry,fruit,10,0.50,2.25,1.37,2.70,0.98,4.05,1.00,0.87,-0.06,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blutorange,blood orange,fruit,1,0.05,2.15,1.23,5.00,1.63,3.60,1.23,0.02,-1.79,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blaubeere,blueberry,fruit,8,0.40,2.10,1.21,2.80,0.95,4.10,1.02,0.20,-0.69,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kirsche,cherry,fruit,16,0.80,1.30,0.73,2.30,0.66,4.35,0.88,3.42,0.53,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clementine,clementine,fruit,4,0.20,2.40,1.23,5.61,2.00,3.60,1.10,0.29,-0.54,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preiselbeere,cranberry,fruit,3,0.15,2.75,1.45,3.95,1.64,3.37,1.26,0.39,-0.41,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dattel,date,fruit,3,0.15,4.35,1.69,5.05,1.47,3.05,1.28,0.65,-0.19,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holunderbeere,elderberry,fruit,1,0.05,3.85,1.66,4.00,1.62,3.15,1.27,0.10,-1.01,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feige,fig,fruit,5,0.25,3.45,1.67,5.30,1.42,3.25,1.12,1.62,0.21,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stachelbeere,gooseberry,fruit,9,0.45,2.15,1.84,2.80,0.83,3.55,1.19,0.57,-0.24,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weintraube,grape,fruit,13,0.65,1.20,0.41,2.60,0.68,4.30,0.92,1.14,0.06,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapefruit,grapefruit,fruit,7,0.35,1.75,0.85,5.20,1.67,3.60,1.05,0.27,-0.57,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honigmelone,honeydew melon,fruit,2,0.10,2.10,1.21,5.70,1.69,3.65,1.18,0.02,-1.61,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zitrone,lemon,fruit,12,0.60,1.70,0.98,2.70,0.80,4.45,0.76,4.28,0.63,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limette,lime,fruit,5,0.25,3.30,1.69,6.15,0.88,3.35,1.04,0.03,-1.49,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
litschi,lychee,fruit,5,0.25,3.79,1.69,6.50,1.04,3.15,1.27,0.03,-1.49,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mango,mango,fruit,10,0.50,2.45,1.43,5.95,1.36,3.40,1.23,0.20,-0.69,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melone,melon,fruit,10,0.50,2.10,1.45,3.55,1.54,4.40,0.82,1.22,0.09,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirabelle,mirabelle,fruit,3,0.15,3.50,1.73,5.82,1.29,2.80,1.40,0.23,-0.64,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zuckermelone,musk melon,fruit,1,0.05,3.11,1.71,5.56,1.65,3.19,1.42,0.01,-2.09,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nektarine,nectarine,fruit,14,0.70,2.10,0.91,5.05,1.57,3.90,1.12,None,None,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange,orange,fruit,15,0.75,1.40,0.99,3.55,1.82,4.25,0.79,4.03,0.61,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
papaya,papaya,fruit,8,0.40,4.15,1.63,6.50,0.89,2.55,1.10,0.10,-1.01,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maracuja,passion fruit,fruit,4,0.20,3.45,1.70,5.79,1.44,3.40,0.88,0.01,-2.09,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pfirsich,peach,fruit,17,0.85,1.25,0.44,2.85,1.09,4.45,0.89,2.24,0.35,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birne,pear,fruit,19,0.95,1.15,0.49,2.35,0.67,4.10,1.21,5.40,0.73,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
physalis,physalis,fruit,6,0.30,4.28,1.60,6.81,0.40,2.71,1.21,0.07,-1.18,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ananas,pineapple,fruit,13,0.65,1.40,0.82,4.10,1.83,3.60,1.23,1.19,0.08,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pflaume,plum,fruit,18,0.90,1.70,1.03,2.65,0.93,3.90,1.29,2.44,0.39,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granatapfel,pomegranate,fruit,6,0.30,3.74,1.88,6.00,1.17,2.80,1.20,0.28,-0.56,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
himbeere,raspberry,fruit,15,0.75,1.60,1.10,2.70,0.80,4.05,1.05,1.29,0.11,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johannisbeere,redcurrant,fruit,10,0.50,1.95,1.43,3.10,0.97,3.65,1.27,0.73,-0.14,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hagebutte,rosehip,fruit,2,0.10,4.71,1.53,3.45,1.05,3.15,1.14,0.55,-0.26,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sauerkirsche,sour cherry,fruit,1,0.05,1.70,1.53,2.85,0.75,4.00,1.05,0.41,-0.39,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sternfrucht,starfruit,fruit,4,0.20,4.56,1.95,6.38,0.89,2.35,1.37,None,None,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erdbeere,strawberry,fruit,14,0.70,1.20,0.41,1.80,0.52,4.75,0.64,2.83,0.45,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
süßkirsche,sweet cherry,fruit,1,0.05,1.70,1.17,3.00,1.03,3.80,1.24,0.25,-0.60,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mandarine,tangerine,fruit,8,0.40,1.50,1.00,3.70,1.53,4.20,1.01,1.02,0.01,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wassermelone,water melon,fruit,2,0.10,2.15,1.27,3.90,1.68,4.35,0.88,0.11,-0.94,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anorak,anorak,clothes,2,0.10,1.80,1.01,3.00,1.72,3.95,1.15,0.31,-0.51,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bikini,bikini,clothes,4,0.20,2.70,1.66,4.80,1.58,3.35,1.50,0.37,-0.43,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blazer,blazer,clothes,6,0.30,2.25,1.41,6.00,1.17,3.30,1.30,0.18,-0.75,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bluse,blouse,clothes,16,0.80,1.50,0.89,2.95,0.89,3.80,1.15,6.78,0.83,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blouson,blouson,clothes,1,0.05,3.45,1.76,6.00,1.05,2.21,1.32,0.08,-1.09,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mieder,bodice,clothes,1,0.05,4.26,1.91,5.11,1.88,2.05,0.97,1.17,0.07,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bh,bra,clothes,9,0.45,2.55,1.47,4.90,1.62,4.10,1.33,None,None,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hosenträger,braces ,clothes,2,0.10,5.25,1.83,2.95,1.32,2.25,1.21,1.72,0.23,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mütze,cap,clothes,12,0.60,1.95,1.32,1.95,0.60,3.85,1.18,14.01,1.15,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strickjacke,cardigan,clothes,3,0.15,2.25,1.25,2.85,0.88,3.80,1.11,0.51,-0.30,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umhang,cloak,clothes,2,0.10,5.21,1.75,3.55,1.19,2.35,1.23,1.42,0.15,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clogs,clogs,clothes,1,0.05,5.56,1.29,5.74,1.37,2.58,1.22,0.04,-1.39,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stoffhose,cloth trousers,clothes,1,0.05,2.85,1.69,3.40,1.64,3.80,1.28,0.01,-2.09,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mantel,coat,clothes,12,0.60,1.40,0.94,2.95,1.43,3.60,1.19,34.11,1.53,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kordhose,cord trousers,clothes,1,0.05,2.85,1.69,4.05,1.28,3.25,1.55,0.06,-1.24,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
korsett,corset,clothes,1,0.05,4.75,1.77,5.68,1.34,1.90,1.17,1.10,0.04,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stulpen,cuffs,clothes,1,0.05,5.65,1.84,5.30,1.63,2.50,1.54,0.16,-0.79,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeansjacke,denim jacket,clothes,1,0.05,2.75,1.62,4.90,1.74,3.55,1.28,0.04,-1.39,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeansrock,denim skirt,clothes,1,0.05,3.35,1.84,5.35,1.39,2.85,1.35,None,None,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kleid,dress,clothes,17,0.85,1.40,1.10,2.50,1.32,3.65,1.46,47.85,1.68,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latzhose,dungarees,clothes,1,0.05,2.75,1.89,3.05,1.32,3.20,1.11,0.13,-0.88,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohrenwärmer,ear muffs,clothes,1,0.05,5.30,1.56,4.15,1.35,1.90,1.25,0.02,-1.79,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fellmütze,fur cap,clothes,1,0.05,3.90,1.92,4.75,1.52,2.25,1.29,0.15,-0.83,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pelzmantel,fur coat,clothes,1,0.05,3.35,1.81,4.15,1.27,1.95,1.19,1.30,0.11,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handschuh,glove,clothes,11,0.55,2.90,1.86,2.25,0.72,3.95,1.10,10.96,1.04,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hallenschuh,gym shoe,clothes,1,0.05,5.05,1.93,4.06,1.11,2.95,1.47,None,None,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haarband,hairband,clothes,1,0.05,5.82,1.29,3.40,1.60,2.80,1.40,0.09,-1.05,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stirnband,headband,clothes,3,0.15,4.82,1.38,4.16,1.86,2.25,1.02,0.43,-0.37,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kopftuch,headscarf,clothes,2,0.10,3.95,1.73,2.70,0.98,2.55,1.32,3.02,0.48,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot pant,hot pants,clothes,1,0.05,4.16,1.89,6.15,1.35,2.60,1.23,None,None,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacke,jacket,clothes,16,0.80,1.30,0.80,1.95,0.69,4.50,1.15,10.55,1.02,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeans,jeans,clothes,1,0.05,1.40,0.82,4.20,1.88,4.70,0.92,1.64,0.21,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kimono,kimono,clothes,1,0.05,4.84,1.86,5.83,1.10,1.90,0.97,0.47,-0.33,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lederhandschuh,leather gloves,clothes,1,0.05,4.10,1.59,4.95,1.36,3.10,1.55,0.56,-0.25,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lederjacke,leather jacket,clothes,1,0.05,2.75,1.65,4.20,1.11,3.60,1.39,1.16,0.06,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lederhose,leather trousers,clothes,1,0.05,3.95,1.90,3.20,1.36,2.25,1.16,0.72,-0.14,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
langarmshirt,longsleeve shirt,clothes,1,0.05,3.00,1.72,5.63,1.38,4.15,1.14,None,None,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minirock,miniskirt,clothes,1,0.05,2.90,1.71,4.80,1.64,2.70,1.34,0.21,-0.67,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fäustlinge,mittens,clothes,1,0.05,4.00,1.65,3.17,1.42,2.40,1.05,None,None,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nachthemd,nightgown,clothes,1,0.05,2.45,1.36,1.90,0.45,3.70,1.49,2.84,0.45,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schutzanzug,overalls,clothes,1,0.05,5.22,1.93,5.85,1.18,2.00,1.30,0.11,-0.97,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parka,parka,clothes,1,0.05,3.15,1.90,5.30,1.59,2.65,1.18,0.28,-0.56,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schildmütze,peaked cap,clothes,1,0.05,4.76,1.82,5.18,1.63,2.24,1.68,0.06,-1.24,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lätzchen,pinafore,clothes,1,0.05,4.79,1.87,1.80,0.70,3.15,1.42,None,None,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polo-shirt,polo shirt,clothes,1,0.05,2.80,1.44,5.61,1.38,3.55,1.23,None,None,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pumps,pumps,clothes,1,0.05,4.84,1.57,6.15,1.09,2.30,1.30,0.29,-0.54,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schlafanzug,pyjamas,clothes,2,0.10,2.35,1.50,2.00,0.65,4.45,0.69,0.98,-0.01,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regenjacke,raincoat,clothes,2,0.10,2.30,1.63,3.30,1.72,4.20,0.52,0.01,-2.09,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tuch,scarf,clothes,4,0.20,3.90,1.89,2.20,0.70,4.50,0.95,21.32,1.33,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schal,shawl,clothes,10,0.50,2.30,1.63,2.35,0.93,4.00,1.08,3.55,0.55,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hemd,shirt,clothes,18,0.90,1.40,0.99,1.75,0.79,4.60,0.94,20.31,1.31,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shorts,shorts,clothes,5,0.25,2.55,1.79,4.55,1.82,4.20,1.01,0.45,-0.35,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skihose,ski bottoms,clothes,2,0.10,3.70,1.98,4.75,1.86,2.90,1.52,0.13,-0.88,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skijacke,ski jacket,clothes,2,0.10,4.00,1.81,4.72,1.56,2.50,1.43,0.02,-1.79,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
