category,word_english,typical_M_older,typical_SD_older,familiar_M_older,familiar_SD_older,unknown_percent_older,frequency_M_older,frequency_SD_older,visual_complex_M_older,visual_complex_SD_older,imagine_M_older,imagine_SD_older,aoa_M_older,aoa_SD_older,,typical_M_younger,typical_SD_younger,familiar_M_younger,familiar_SD_younger,unknown_percent_younger,frequency_M_younger,frequency_SD_younger,visual_complex_M_younger,visual_complex_SD_younger,imagine_M_younger,imagine_SD_younger,aoa_M_younger,aoa_SD_younger,,,
Fruits,lemon,6.500 ,(0.863),6.463 ,(0.884),0.000 ,5.870 ,(1.332),2.944 ,(1.806),6.698 ,(0.607),4.148 ,(1.583),,6.245 ,(1.054),6.264 ,(1.059),0.000 ,5.868 ,(1.210),2.113 ,(1.138),6.642 ,(0.653),2.755 ,(0.918),,,
Fruits,lime,4.796 ,(1.752),4.481 ,(1.724),0.000 ,3.660 ,(1.698),2.648 ,(1.544),5.778 ,(1.598),6.352 ,(1.200),,5.075 ,(1.479),5.075 ,(1.603),0.000 ,4.132 ,(1.428),2.151 ,(1.133),6.113 ,(1.251),3.755 ,(1.090),,,
Fruits,loganberry,4.796 ,(1.732),4.229 ,(1.561),7.692 ,2.979 ,(1.345),3.085 ,(1.599),5.362 ,(1.674),5.708 ,(1.675),,3.828 ,(2.001),3.345 ,(1.610),45.283 ,2.207 ,(1.264),2.650 ,(1.089),3.700 ,(1.689),5.483 ,(1.271),,,
Fruits,lychee,4.087 ,(1.987),3.511 ,(1.701),13.462 ,2.689 ,(1.411),2.952 ,(1.622),4.512 ,(1.951),6.977 ,(0.151),,3.436 ,(1.944),3.949 ,(1.654),26.415 ,2.538 ,(1.448),3.094 ,(1.489),4.719 ,(1.611),6.154 ,(1.182),,,
Fruits,mandarin,5.830 ,(1.312),5.774 ,(1.396),0.000 ,4.943 ,(1.780),2.868 ,(1.710),6.264 ,(1.163),5.547 ,(1.749),,5.302 ,(1.353),5.340 ,(1.400),0.000 ,4.453 ,(1.551),2.365 ,(1.103),5.712 ,(1.446),3.849 ,(1.524),,,
Fruits,mango,4.529 ,(1.848),4.059 ,(1.891),3.774 ,3.235 ,(1.784),2.939 ,(1.492),5.204 ,(1.683),6.939 ,(0.242),,4.717 ,(1.680),4.585 ,(1.726),0.000 ,3.415 ,(1.550),2.490 ,(1.139),5.143 ,(1.472),4.868 ,(1.241),,,
Fruits,melon,6.241 ,(1.045),6.259 ,(1.031),0.000 ,5.648 ,(1.334),2.611 ,(1.630),6.685 ,(0.820),5.226 ,(1.601),,5.679 ,(1.205),5.868 ,(1.110),0.000 ,4.868 ,(1.256),2.170 ,(1.205),6.283 ,(1.166),3.302 ,(1.170),,,
Fruits,nectarine,5.585 ,(1.499),5.442 ,(1.514),1.887 ,4.679 ,(1.795),2.849 ,(1.610),6.115 ,(1.166),6.434 ,(1.135),,5.623 ,(1.376),5.415 ,(1.512),0.000 ,4.491 ,(1.613),2.321 ,(1.140),5.769 ,(1.323),4.115 ,(1.247),,,
Fruits,olive,4.404 ,(1.839),4.481 ,(1.754),1.887 ,3.577 ,(1.637),2.755 ,(1.628),5.698 ,(1.539),6.269 ,(1.497),,3.189 ,(1.787),4.604 ,(1.714),0.000 ,3.887 ,(1.750),1.943 ,(1.064),5.472 ,(1.462),4.868 ,(1.301),,,
Fruits,orange,6.887 ,(0.423),6.849 ,(0.632),0.000 ,6.755 ,(0.617),2.849 ,(1.905),6.769 ,(0.614),2.774 ,(1.235),,6.906 ,(0.295),6.774 ,(0.640),0.000 ,6.755 ,(0.551),2.075 ,(1.542),6.792 ,(0.885),1.943 ,(0.718),,,
Fruits,papaya,4.064 ,(1.938),3.239 ,(1.828),13.208 ,2.435 ,(1.361),3.119 ,(1.626),4.143 ,(1.983),6.977 ,(0.151),,3.844 ,(1.770),3.533 ,(1.829),15.094 ,2.511 ,(1.325),2.758 ,(1.300),3.818 ,(1.704),5.977 ,(1.320),,,
Fruits,passion fruit,4.520 ,(1.854),3.700 ,(1.741),7.407 ,2.920 ,(1.397),3.109 ,(1.433),4.644 ,(1.909),6.900 ,(0.580),,4.353 ,(1.718),4.196 ,(1.778),3.774 ,3.157 ,(1.528),2.913 ,(1.151),4.500 ,(1.810),5.360 ,(1.367),,,
Fruits,pawpaw,4.283 ,(1.822),3.370 ,(1.678),13.208 ,2.543 ,(1.224),2.881 ,(1.580),4.667 ,(1.934),6.952 ,(0.309),,3.658 ,(1.935),2.949 ,(1.589),26.415 ,2.000 ,(0.858),2.826 ,(0.887),4.000 ,(1.595),5.486 ,(1.502),,,
Fruits,peach,6.358 ,(1.021),6.396 ,(0.968),0.000 ,5.509 ,(1.527),2.943 ,(1.834),6.585 ,(0.887),4.849 ,(1.645),,6.302 ,(0.932),6.189 ,(0.962),0.000 ,5.321 ,(1.268),2.226 ,(1.187),6.396 ,(1.080),2.906 ,(0.986),,,
Fruits,peanut,4.642 ,(1.962),5.925 ,(1.357),0.000 ,4.925 ,(1.708),2.585 ,(1.646),6.321 ,(1.105),4.170 ,(1.438),,2.346 ,(1.607),6.000 ,(1.066),0.000 ,5.346 ,(1.655),1.863 ,(1.059),6.346 ,(0.947),2.981 ,(0.828),,,
Fruits,pear,6.566 ,(0.797),6.453 ,(0.992),0.000 ,5.981 ,(1.448),3.038 ,(1.720),6.642 ,(0.963),3.509 ,(1.613),,6.442 ,(0.826),6.115 ,(1.041),0.000 ,5.558 ,(1.392),2.404 ,(1.034),6.431 ,(1.118),2.731 ,(0.843),,,
Fruits,pecan,3.489 ,(1.743),3.200 ,(1.546),11.765 ,2.500 ,(1.150),2.636 ,(1.399),4.545 ,(1.635),6.884 ,(0.762),,2.694 ,(1.530),4.367 ,(1.740),7.547 ,3.306 ,(1.544),2.591 ,(1.187),5.045 ,(1.613),5.479 ,(1.304),,,
Fruits,persimmon,3.200 ,(1.937),2.657 ,(1.514),35.185 ,2.029 ,(1.339),2.500 ,(1.358),4.000 ,(1.838),7.000 ,0.000 ,,2.800 ,(1.643),3.000 ,(2.000),90.566 ,2.000 ,(1.000),3.500 ,(1.291),3.250 ,(2.217),6.800 ,(0.447),,,
Fruits,pineapple,5.741 ,(1.362),5.667 ,(1.530),0.000 ,4.889 ,(1.462),4.241 ,(1.413),6.352 ,(0.955),5.222 ,(1.610),,5.717 ,(1.166),5.755 ,(1.191),0.000 ,4.585 ,(1.365),4.264 ,(1.496),6.189 ,(1.039),3.226 ,(0.869),,,
Fruits,pistachio,3.580 ,(2.001),3.500 ,(1.764),5.660 ,2.620 ,(1.292),2.646 ,(1.280),4.500 ,(1.810),6.979 ,(0.146),,2.471 ,(1.592),4.745 ,(1.647),3.774 ,3.451 ,(1.553),2.673 ,(1.008),5.327 ,(1.519),5.627 ,(1.058),,,
Fruits,plum,6.370 ,(0.875),6.352 ,(1.031),0.000 ,5.481 ,(1.514),2.667 ,(1.801),6.537 ,(0.985),3.500 ,(1.384),,5.585 ,(1.216),5.453 ,(1.309),0.000 ,4.358 ,(1.469),2.283 ,(1.199),6.075 ,(1.253),3.264 ,(1.041),,,
Fruits,pomegranate,4.808 ,(1.715),4.712 ,(1.719),0.000 ,3.500 ,(1.603),3.327 ,(1.630),5.577 ,(1.730),5.615 ,(1.430),,4.059 ,(1.827),3.843 ,(1.701),3.774 ,2.843 ,(1.433),3.545 ,(1.355),4.977 ,(1.470),5.327 ,(1.519),,,
Fruits,prune,5.296 ,(1.586),5.722 ,(1.547),0.000 ,4.741 ,(1.814),2.981 ,(1.677),6.389 ,(1.036),3.889 ,(1.423),,4.212 ,(1.753),4.635 ,(1.669),0.000 ,3.346 ,(1.702),2.558 ,(1.290),5.404 ,(1.432),4.250 ,(1.341),,,
Fruits,pumpkin,4.100 ,(1.940),4.039 ,(1.865),3.774 ,3.000 ,(1.562),2.608 ,(1.415),5.549 ,(1.641),5.490 ,(1.804),,3.396 ,(1.874),4.811 ,(1.722),0.000 ,3.434 ,(1.647),2.642 ,(1.128),5.981 ,(1.306),3.358 ,(1.039),,,
Fruits,raisin,5.593 ,(1.572),6.333 ,(1.082),0.000 ,5.685 ,(1.343),2.944 ,(1.753),6.519 ,(0.926),3.815 ,(1.428),,4.462 ,(1.965),5.750 ,(1.219),0.000 ,5.058 ,(1.514),2.288 ,(1.289),6.192 ,(0.951),2.942 ,(0.978),,,
Fruits,raspberry,6.434 ,(0.951),6.585 ,(0.692),0.000 ,5.491 ,(1.476),3.491 ,(1.636),6.509 ,(1.012),3.792 ,(1.472),,5.981 ,(1.201),6.038 ,(1.126),0.000 ,5.226 ,(1.463),3.151 ,(1.499),6.365 ,(0.841),2.887 ,(1.086),,,
Fruits,redcurrant,5.500 ,(1.489),5.611 ,(1.379),0.000 ,4.037 ,(1.883),3.057 ,(1.703),6.358 ,(1.145),4.698 ,(1.475),,4.308 ,(1.832),4.231 ,(1.567),1.887 ,2.769 ,(1.323),2.176 ,(1.034),4.941 ,(1.462),4.588 ,(1.152),,,
Fruits,rhubarb,5.642 ,(1.733),6.340 ,(0.979),0.000 ,5.358 ,(1.520),2.868 ,(1.840),6.481 ,(1.075),3.283 ,(1.246),,4.340 ,(1.829),5.321 ,(1.478),0.000 ,3.925 ,(1.627),2.654 ,(1.153),5.755 ,(1.239),3.212 ,(1.143),,,
Fruits,satsuma,5.673 ,(1.505),5.596 ,(1.587),0.000 ,4.923 ,(1.824),2.580 ,(1.458),6.173 ,(1.184),6.538 ,(1.093),,5.925 ,(0.958),5.981 ,(1.009),0.000 ,5.434 ,(1.421),2.113 ,(1.103),6.189 ,(1.001),3.679 ,(1.341),,,
Fruits,star fruit,3.500 ,(1.825),3.146 ,(1.574),22.642 ,2.195 ,(0.928),3.205 ,(1.380),4.974 ,(1.693),6.949 ,(0.223),,3.894 ,(1.856),4.277 ,(1.570),11.321 ,2.787 ,(1.350),3.609 ,(1.468),5.217 ,(1.712),6.064 ,(1.169),,,
Fruits,strawberry,6.593 ,(0.901),6.556 ,(0.861),0.000 ,5.981 ,(1.073),3.389 ,(1.687),6.679 ,(0.915),3.315 ,(1.371),,6.453 ,(0.845),6.321 ,(0.996),0.000 ,5.519 ,(1.379),3.057 ,(1.473),6.604 ,(0.743),2.491 ,(0.891),,,
Fruits,sultana,5.463 ,(1.488),6.130 ,(1.166),0.000 ,5.241 ,(1.682),2.698 ,(1.526),6.278 ,(1.265),4.094 ,(1.800),,4.264 ,(1.745),5.623 ,(1.228),0.000 ,4.566 ,(1.487),2.208 ,(1.133),6.113 ,(1.155),3.226 ,(0.993),,,
Fruits,tangerine,6.340 ,(0.876),6.132 ,(1.241),0.000 ,5.208 ,(1.621),2.698 ,(1.682),6.566 ,(0.971),4.302 ,(1.804),,6.135 ,(1.103),5.923 ,(1.398),0.000 ,5.558 ,(1.320),2.118 ,(1.032),6.327 ,(1.043),3.038 ,(1.009),,,
Fruits,tomato,6.519 ,(0.885),6.593 ,(0.901),0.000 ,6.481 ,(0.885),2.926 ,(1.789),6.704 ,(0.768),3.444 ,(1.513),,4.830 ,(1.929),6.396 ,(0.793),0.000 ,6.321 ,(0.976),2.154 ,(1.243),6.577 ,(0.750),2.585 ,(0.989),,,
Fruits,ugli fruit,3.886 ,(2.097),3.147 ,(1.893),35.849 ,2.147 ,(1.282),2.548 ,(1.338),4.000 ,(2.084),6.897 ,(0.409),,3.188 ,(1.905),2.938 ,(1.611),69.811 ,1.813 ,(0.911),3.182 ,(0.982),3.636 ,(1.804),6.500 ,(1.095),,,
Fruits,walnut,4.585 ,(1.823),5.148 ,(1.547),0.000 ,3.833 ,(1.645),3.333 ,(1.427),6.189 ,(1.226),4.963 ,(1.566),,2.692 ,(1.744),5.250 ,(1.384),0.000 ,4.019 ,(1.565),2.981 ,(1.475),5.462 ,(1.501),3.865 ,(0.908),,,
Fruits,watermelon,5.509 ,(1.395),5.189 ,(1.532),0.000 ,4.075 ,(1.719),2.906 ,(1.644),6.094 ,(1.275),6.404 ,(1.142),,5.151 ,(1.460),5.226 ,(1.502),0.000 ,3.981 ,(1.434),2.396 ,(1.391),5.868 ,(1.442),4.000 ,(1.109),,,
Insects,ant,6.111 ,(1.208),5.566 ,(1.599),0.000 ,4.226 ,(1.948),4.075 ,(1.639),5.925 ,(1.398),4.642 ,(1.699),,6.547 ,(0.798),6.038 ,(1.143),0.000 ,4.623 ,(1.522),3.660 ,(1.593),6.245 ,(0.918),2.717 ,(0.988),,,
Insects,aphid,5.302 ,(1.739),4.953 ,(1.838),17.308 ,4.488 ,(1.895),3.786 ,(1.554),5.095 ,(1.859),6.619 ,(0.962),,4.697 ,(1.704),4.091 ,(1.843),37.736 ,2.879 ,(1.474),3.593 ,(1.575),4.444 ,(1.625),5.485 ,(1.417),,,
Insects,bedbug,4.059 ,(1.912),2.800 ,(1.726),5.660 ,1.720 ,(0.882),3.650 ,(1.916),3.585 ,(2.109),6.000 ,(1.445),,4.021 ,(2.168),3.708 ,(1.738),9.434 ,2.458 ,(1.543),4.029 ,(2.051),3.800 ,(1.907),3.979 ,(1.657),,,
Insects,bee,6.556 ,(0.691),6.426 ,(0.924),0.000 ,5.556 ,(1.436),4.736 ,(1.496),6.283 ,(1.133),3.278 ,(1.485),,6.547 ,(0.748),6.396 ,(0.987),0.000 ,5.245 ,(1.385),3.849 ,(1.574),6.472 ,(0.953),2.132 ,(0.833),,,
Insects,beetle,6.148 ,(1.106),5.358 ,(1.508),0.000 ,4.296 ,(1.609),4.302 ,(1.648),5.962 ,(1.240),3.963 ,(1.625),,6.321 ,(0.996),5.660 ,(1.159),0.000 ,4.547 ,(1.659),3.755 ,(1.492),5.925 ,(1.253),2.755 ,(0.998),,,
Insects,bluebottle,6.111 ,(1.176),5.611 ,(1.559),0.000 ,4.556 ,(1.766),4.528 ,(1.728),6.208 ,(1.150),3.722 ,(1.406),,5.885 ,(1.132),5.327 ,(1.465),1.887 ,4.538 ,(1.820),4.192 ,(1.597),5.731 ,(1.374),3.471 ,(1.189),,,
Insects,butterfly,6.283 ,(1.063),6.019 ,(1.248),0.000 ,4.906 ,(1.560),4.792 ,(1.561),6.491 ,(0.869),3.302 ,(1.475),,5.623 ,(1.484),5.717 ,(1.231),0.000 ,4.698 ,(1.624),4.943 ,(1.680),6.094 ,(1.131),2.434 ,(0.991),,,
Insects,caterpillar,5.370 ,(1.784),5.604 ,(1.306),0.000 ,4.296 ,(1.712),3.962 ,(1.629),6.216 ,(1.270),4.056 ,(1.535),,5.509 ,(1.502),5.566 ,(1.435),0.000 ,4.132 ,(1.687),3.604 ,(1.523),6.094 ,(1.148),2.755 ,(1.142),,,
Insects,centipede,4.922 ,(1.730),4.353 ,(1.683),5.556 ,2.980 ,(1.532),4.400 ,(1.552),5.600 ,(1.498),5.039 ,(1.523),,5.566 ,(1.366),5.019 ,(1.448),0.000 ,3.396 ,(1.645),4.314 ,(1.679),5.725 ,(1.201),3.385 ,(0.932),,,
Insects,cicada,4.333 ,(1.883),2.842 ,(1.882),28.302 ,1.947 ,(1.089),3.839 ,(1.715),4.355 ,(1.924),6.946 ,(0.229),,3.333 ,(1.658),3.889 ,(2.147),83.019 ,2.000 ,(1.414),4.833 ,(1.169),4.333 ,(1.751),6.222 ,(1.394),,,
Insects,cleg,5.019 ,(1.578),4.980 ,(1.761),3.774 ,3.255 ,(1.598),4.224 ,(1.585),5.367 ,(1.577),4.941 ,(1.605),,4.455 ,(1.769),4.364 ,(1.765),37.736 ,3.030 ,(1.551),3.964 ,(1.290),4.464 ,(1.598),4.939 ,(1.273),,,
Insects,cockroach,5.346 ,(1.532),3.981 ,(1.799),3.704 ,2.442 ,(1.074),4.000 ,(1.676),5.100 ,(1.729),6.235 ,(1.142),,5.472 ,(1.339),4.849 ,(1.586),0.000 ,3.491 ,(1.625),3.962 ,(1.371),5.269 ,(1.497),4.415 ,(1.420),,,
Insects,crane fly,4.500 ,(2.063),3.425 ,(1.999),25.926 ,2.650 ,(1.703),3.846 ,(1.694),4.579 ,(2.226),6.194 ,(1.431),,4.188 ,(1.925),3.688 ,(1.768),38.462 ,2.613 ,(1.542),3.923 ,(1.383),4.154 ,(1.713),5.387 ,(1.498),,,
Insects,cricket,4.588 ,(1.627),3.400 ,(1.498),5.660 ,2.280 ,(1.070),3.900 ,(1.607),4.540 ,(1.705),5.820 ,(1.366),,4.887 ,(1.695),4.340 ,(1.640),0.000 ,2.925 ,(1.328),4.571 ,(1.369),4.816 ,(1.523),3.980 ,(0.990),,,
Insects,daddy long legs,5.943 ,(1.167),5.750 ,(1.384),0.000 ,4.423 ,(1.649),4.250 ,(1.835),5.904 ,(1.498),3.942 ,(1.378),,6.132 ,(1.038),5.774 ,(1.219),0.000 ,4.925 ,(1.662),3.774 ,(1.409),6.377 ,(0.985),2.736 ,(0.812),,,
Insects,dragonfly,5.460 ,(1.501),4.429 ,(1.696),7.547 ,3.163 ,(1.637),4.531 ,(1.542),5.729 ,(1.410),5.702 ,(1.317),,5.189 ,(1.442),4.717 ,(1.524),0.000 ,3.151 ,(1.364),4.808 ,(1.645),5.212 ,(1.405),3.865 ,(1.085),,,
Insects,earwig,5.673 ,(1.396),5.000 ,(1.697),3.774 ,3.725 ,(1.721),4.098 ,(1.565),5.700 ,(1.581),4.333 ,(1.705),,5.679 ,(1.397),5.094 ,(1.584),0.000 ,3.792 ,(1.780),3.673 ,(1.465),5.212 ,(1.601),3.453 ,(1.170),,,
Insects,firefly,4.400 ,(1.912),2.867 ,(1.342),16.667 ,2.200 ,(1.160),4.025 ,(1.656),4.359 ,(1.784),6.455 ,(0.901),,4.191 ,(1.918),3.170 ,(1.579),11.321 ,2.191 ,(1.116),4.108 ,(1.577),3.838 ,(1.756),4.851 ,(1.268),,,
Insects,flea,5.212 ,(1.613),4.020 ,(1.667),0.000 ,2.647 ,(1.481),3.760 ,(1.721),5.000 ,(1.666),4.627 ,(1.455),,5.558 ,(1.420),4.923 ,(1.607),1.887 ,3.462 ,(1.820),3.520 ,(1.681),5.000 ,(1.604),3.725 ,(1.401),,,
Insects,fly,6.667 ,(0.752),6.389 ,(1.054),0.000 ,5.870 ,(1.275),4.556 ,(1.798),6.519 ,(0.885),2.792 ,(1.150),,6.774 ,(0.640),6.528 ,(1.012),0.000 ,6.302 ,(0.952),3.774 ,(1.948),6.491 ,(0.823),2.231 ,(0.921),,,
Insects,fruit fly,4.200 ,(1.772),3.075 ,(1.542),25.926 ,2.250 ,(1.316),3.444 ,(1.611),4.027 ,(1.863),6.795 ,(0.801),,4.571 ,(1.810),4.095 ,(1.635),20.755 ,2.881 ,(1.517),3.824 ,(1.642),4.618 ,(1.633),5.619 ,(1.324),,,
Insects,gadfly,4.400 ,(1.913),2.294 ,(1.360),35.849 ,1.818 ,(0.808),3.630 ,(1.644),3.679 ,(1.982),6.935 ,(0.359),,3.500 ,(2.121),2.222 ,(1.592),66.038 ,1.778 ,(1.060),3.900 ,(1.663),3.100 ,(1.729),6.056 ,(1.514),,,
Insects,glow worm,4.200 ,(1.984),3.000 ,(1.479),15.385 ,1.909 ,(0.936),3.250 ,(1.676),4.341 ,(1.682),6.114 ,(1.146),,3.500 ,(1.766),3.288 ,(1.741),1.887 ,2.096 ,(1.287),3.526 ,(1.555),4.158 ,(1.882),4.176 ,(1.493),,,
Insects,gnat,5.130 ,(1.708),3.822 ,(1.571),13.462 ,2.867 ,(1.408),3.911 ,(1.411),4.578 ,(1.515),5.773 ,(1.461),,4.349 ,(1.987),3.535 ,(1.579),18.868 ,2.619 ,(1.248),3.667 ,(1.797),3.818 ,(1.793),5.073 ,(1.349),,,
Insects,grasshopper,5.388 ,(1.455),4.188 ,(1.580),7.692 ,2.729 ,(1.005),4.542 ,(1.611),5.167 ,(1.521),5.063 ,(1.375),,5.736 ,(1.179),4.868 ,(1.401),0.000 ,3.509 ,(1.353),4.519 ,(1.627),5.365 ,(1.415),3.736 ,(1.059),,,
Insects,greenfly,5.500 ,(1.698),5.333 ,(1.717),1.923 ,4.471 ,(1.983),3.940 ,(1.789),5.740 ,(1.688),5.920 ,(1.412),,5.327 ,(1.593),4.827 ,(1.757),0.000 ,3.731 ,(1.716),3.837 ,(1.663),5.020 ,(1.610),4.115 ,(1.215),,,
Insects,hornet,4.633 ,(1.867),3.490 ,(1.709),9.259 ,2.265 ,(1.271),3.667 ,(1.548),4.500 ,(1.775),6.313 ,(0.993),,4.543 ,(1.501),4.391 ,(1.453),11.538 ,2.870 ,(1.376),4.045 ,(1.599),4.136 ,(1.720),4.761 ,(1.401),,,
Insects,horsefly,4.843 ,(1.748),3.940 ,(1.544),5.660 ,2.860 ,(1.355),3.735 ,(1.617),4.592 ,(1.719),5.460 ,(1.555),,4.500 ,(1.656),3.786 ,(1.760),20.755 ,2.548 ,(1.194),4.098 ,(1.530),3.780 ,(1.739),4.857 ,(1.181),,,
Insects,hover fly,4.342 ,(2.109),3.333 ,(1.531),29.412 ,2.639 ,(1.313),4.647 ,(1.668),4.676 ,(1.646),6.171 ,(1.272),,4.324 ,(1.718),3.735 ,(1.483),35.849 ,2.559 ,(1.307),3.833 ,(1.289),4.200 ,(1.540),5.029 ,(1.243),,,
Insects,ladybird,5.741 ,(1.291),5.815 ,(1.442),0.000 ,4.333 ,(1.554),3.759 ,(1.504),6.204 ,(1.188),4.302 ,(1.648),,5.962 ,(1.344),5.755 ,(1.239),0.000 ,4.415 ,(1.512),4.057 ,(1.473),6.212 ,(1.109),2.566 ,(0.844),,,
Insects,leech,3.538 ,(2.155),2.961 ,(1.637),3.774 ,1.784 ,(0.966),2.979 ,(1.359),4.638 ,(1.750),6.080 ,(1.353),,3.346 ,(2.066),4.058 ,(1.673),1.887 ,2.577 ,(1.319),2.118 ,(1.275),5.078 ,(1.560),4.569 ,(1.300),,,
Insects,locust,4.961 ,(1.755),3.367 ,(1.728),5.769 ,2.061 ,(1.107),4.208 ,(1.584),4.957 ,(1.793),5.796 ,(1.443),,4.811 ,(1.653),3.962 ,(1.531),0.000 ,2.660 ,(1.329),4.140 ,(1.498),4.380 ,(1.550),4.509 ,(1.203),,,
Insects,louse,4.846 ,(1.851),3.608 ,(1.856),3.774 ,2.220 ,(1.360),3.596 ,(1.690),4.489 ,(1.718),5.396 ,(1.554),,4.681 ,(1.656),4.191 ,(1.702),11.321 ,2.936 ,(1.524),3.650 ,(1.460),4.375 ,(1.779),4.022 ,(1.238),,,
Insects,maggot,4.804 ,(1.876),3.922 ,(1.635),3.774 ,2.314 ,(1.225),2.875 ,(1.645),4.939 ,(1.919),5.460 ,(1.474),,4.358 ,(1.962),4.887 ,(1.565),0.000 ,3.604 ,(1.656),2.151 ,(1.045),5.792 ,(1.392),4.000 ,(1.038),,,
Insects,mantis,4.023 ,(1.886),2.773 ,(1.412),18.519 ,1.909 ,(0.910),4.100 ,(1.516),4.436 ,(1.789),6.825 ,(0.501),,4.371 ,(1.767),3.771 ,(1.516),32.692 ,2.722 ,(1.485),4.688 ,(1.554),4.188 ,(1.615),5.556 ,(1.229),,,
Insects,midge,5.827 ,(1.410),5.885 ,(1.231),0.000 ,5.212 ,(1.696),4.038 ,(1.771),5.538 ,(1.697),4.019 ,(1.515),,5.755 ,(1.453),5.811 ,(1.128),0.000 ,5.132 ,(1.594),3.000 ,(1.578),5.400 ,(1.726),3.321 ,(1.140),,,
Insects,millipede,4.643 ,(1.998),3.732 ,(1.911),21.154 ,2.390 ,(1.358),4.275 ,(1.768),5.450 ,(1.768),5.805 ,(1.504),,4.846 ,(1.731),4.327 ,(1.478),1.887 ,2.692 ,(1.380),4.569 ,(1.652),5.314 ,(1.490),3.804 ,(1.184),,,
Insects,mite,4.375 ,(1.942),3.109 ,(1.552),11.538 ,2.311 ,(1.104),3.651 ,(1.631),4.233 ,(1.850),6.244 ,(1.317),,4.327 ,(1.700),3.712 ,(1.637),1.887 ,2.865 ,(1.534),3.475 ,(1.724),3.875 ,(1.682),4.808 ,(1.344),,,
Insects,mosquito,5.296 ,(1.700),4.241 ,(1.852),0.000 ,2.943 ,(1.473),4.132 ,(1.582),5.075 ,(1.662),6.226 ,(1.103),,5.750 ,(1.169),5.038 ,(1.571),1.887 ,3.673 ,(1.354),4.000 ,(1.604),5.160 ,(1.267),4.600 ,(1.355),,,
Insects,moth,5.808 ,(1.253),5.654 ,(1.494),0.000 ,4.423 ,(1.625),4.038 ,(1.620),5.962 ,(1.441),4.135 ,(1.482),,5.491 ,(1.409),5.528 ,(1.367),0.000 ,4.547 ,(1.771),3.434 ,(1.461),5.453 ,(1.435),3.547 ,(1.102),,,
Insects,scorpion,4.333 ,(1.946),3.200 ,(1.616),3.846 ,2.400 ,(1.400),4.469 ,(1.569),5.102 ,(1.771),6.265 ,(1.016),,3.981 ,(2.014),4.868 ,(1.732),0.000 ,2.962 ,(1.441),4.547 ,(1.309),5.340 ,(1.454),4.264 ,(1.129),,,
Insects,silverfish,3.606 ,(2.164),3.265 ,(2.093),35.849 ,2.206 ,(1.452),3.100 ,(1.788),4.484 ,(2.047),6.656 ,(1.004),,3.625 ,(1.837),3.583 ,(1.909),54.717 ,2.583 ,(1.692),4.421 ,(1.539),4.105 ,(1.969),5.773 ,(1.445),,,
Insects,slater,4.953 ,(1.731),5.047 ,(1.704),17.308 ,4.186 ,(1.790),3.976 ,(1.600),5.829 ,(1.611),5.439 ,(1.659),,5.419 ,(1.592),5.093 ,(1.616),18.868 ,3.930 ,(1.831),3.500 ,(1.311),5.500 ,(1.743),4.279 ,(1.681),,,
Insects,slug,4.907 ,(2.243),5.352 ,(1.814),0.000 ,4.870 ,(1.991),3.185 ,(1.591),5.870 ,(1.480),4.852 ,(1.709),,4.453 ,(2.153),5.434 ,(1.421),0.000 ,4.434 ,(1.380),2.189 ,(1.194),6.283 ,(0.885),2.623 ,(0.945),,,
Insects,snail,4.442 ,(2.253),5.453 ,(1.488),0.000 ,4.389 ,(1.764),3.926 ,(1.465),6.074 ,(1.372),4.185 ,(1.672),,4.528 ,(2.180),5.623 ,(1.180),0.000 ,4.377 ,(1.259),3.528 ,(1.203),6.264 ,(0.902),2.509 ,(0.869),,,
Insects,spider,6.352 ,(1.168),6.204 ,(1.105),0.000 ,5.259 ,(1.662),4.593 ,(1.620),6.556 ,(0.883),3.481 ,(1.384),,6.302 ,(1.539),6.491 ,(0.912),0.000 ,5.906 ,(1.114),4.075 ,(1.785),6.491 ,(0.800),2.094 ,(0.904),,,
Insects,stick insect,4.217 ,(1.908),3.326 ,(1.700),13.208 ,2.065 ,(0.904),4.091 ,(1.696),4.952 ,(1.847),6.558 ,(1.031),,5.346 ,(1.655),4.654 ,(1.520),1.887 ,3.058 ,(1.539),3.706 ,(1.390),5.373 ,(1.356),4.077 ,(1.118),,,
Insects,tarantula,4.673 ,(1.796),3.388 ,(1.552),7.547 ,2.265 ,(1.095),4.306 ,(1.446),5.000 ,(1.683),6.766 ,(0.520),,4.547 ,(2.081),4.925 ,(1.639),0.000 ,3.264 ,(1.700),4.264 ,(1.361),5.755 ,(1.466),4.019 ,(1.083),,,
Insects,termite,4.245 ,(1.931),3.250 ,(1.631),9.434 ,2.167 ,(1.098),3.467 ,(1.590),4.133 ,(1.632),6.702 ,(0.689),,4.612 ,(1.945),3.816 ,(1.642),7.547 ,2.694 ,(1.544),3.579 ,(1.407),3.737 ,(1.688),4.755 ,(1.548),,,
Insects,tick,4.400 ,(1.666),3.286 ,(1.472),7.547 ,2.265 ,(1.076),3.022 ,(1.485),4.152 ,(1.977),6.085 ,(1.396),,4.612 ,(1.681),4.245 ,(1.809),7.547 ,3.122 ,(1.628),3.089 ,(1.703),4.289 ,(1.961),4.896 ,(1.561),,,
