word_english_1,word_english_2,FSG,BSG,MSG,OSG,QSS,QFR,QCON,QPS,TSS,TFR,TCON,TPS
hunt,man,0.014,0,0,0,17,10,4.12,V,9,1207,6.14,N
hunt,mean,0.014,0,0.002,0.0005,17,10,4.12,V,18,199,3.09,N
hunt,peck,0.014,,,,17,10,4.12,V,,,,
hunt,raccoon,0.014,0,0,0.0117,17,10,4.12,V,22,1,6.6,N
hunt,stalk,0.014,0.076,0,0.0022,17,10,4.12,V,25,9,4,N
hunting,deer,0.153,0.028,0,0.002,15,34,,V,18,13,3.96,N
hunting,gun,0.14,0,0.026,0.026,15,34,,V,18,118,6.08,N
hunting,dog,0.12,0,0.004,0,15,34,,V,5,75,5.75,N
hunting,kill,0.12,0,0.03,0.0039,15,34,,V,19,63,3.77,V
hunting,fishing,0.093,0,0,0,15,34,,V,15,32,5.05,N
hunting,shoot,0.053,0,0.036,0.0931,15,34,,V,12,27,4.35,V
hunting,animals,0.033,0,0,0.0154,15,34,,V,22,58,6.75,N
hunting,game,0.027,0,0,0,15,34,,V,13,123,4.72,N
hunting,duck,0.02,0,0,0.0007,15,34,,V,16,9,5.68,N
hunting,chasing,0.013,,,,15,34,,V,,,,
hunting,cruel,0.013,0,0,0,15,34,,V,12,15,3.63,AJ
hunting,death,0.013,0,0.007,0,15,34,,V,15,277,3.86,N
hunting,food,0.013,0,0,0,15,34,,V,18,147,5.84,N
hunting,gathering,0.013,0.021,0,0,15,34,,V,16,28,3.73,N
hunting,knife,0.013,0,0.002,0.0018,15,34,,V,13,76,6.08,N
hurricane,storm,0.227,0.042,0.035,0.0462,12,8,6.52,N,12,26,4.92,N
hurricane,wind,0.182,0.02,0.048,0.0207,12,8,6.52,N,19,63,5.4,N
hurricane,tornado,0.129,0.333,0.009,0.0663,12,8,6.52,N,13,1,6.4,N
hurricane,rain,0.061,0,0.108,0.0131,12,8,6.52,N,18,70,5.77,N
hurricane,destruction,0.045,0,0.006,0.0024,12,8,6.52,N,19,38,3.61,N
hurricane,water,0.045,0,0.005,0,12,8,6.52,N,18,442,6.27,N
hurricane,disaster,0.03,0.082,0.002,0.0058,12,8,6.52,N,23,26,4.12,N
hurricane,bob,0.023,,,,12,8,6.52,N,,,,
hurricane,florida,0.023,0,0,0,12,8,6.52,N,16,20,6.1,N
hurricane,scary,0.015,0,0,0,12,8,6.52,N,13,2,2.59,AJ
hurricane,typhoon,0.015,0.175,0.002,0.0592,12,8,6.52,N,13,1,,N
hurricane,weather,0.015,0,0.012,0.0229,12,8,6.52,N,13,69,4.28,N
hurry,fast,0.311,0,0.102,0.0434,9,36,2.77,V,7,78,2.93,AJ
hurry,rush,0.289,0.317,0,0.0444,9,36,2.77,V,11,20,3.46,V
hurry,run,0.074,0,0.029,0.0208,9,36,2.77,V,10,212,4.51,V
hurry,quick,0.067,0.011,0.053,0.1458,9,36,2.77,V,10,68,3.39,AJ
hurry,slow,0.052,0,0.214,0.1643,9,36,2.77,V,11,60,2.89,AJ
hurry,up,0.037,0,0.001,0,9,36,2.77,V,5,1895,3.8,AD
hurry,scurry,0.03,,,,9,36,2.77,V,,,,
hurry,speed,0.03,0,0.033,0.1133,9,36,2.77,V,15,83,3.56,N
hurry,now,0.022,0,0,0,9,36,2.77,V,9,1314,3.02,AD
hurt,pain,0.521,0.551,0.037,0.0018,12,37,3.66,V,13,88,4.22,N
hurt,cut,0.073,0.056,0.002,0.0301,12,37,3.66,V,21,192,4.15,N
hurt,ouch,0.055,0.401,0.018,0.1959,12,37,3.66,V,7,0,3.23,I
hurt,cry,0.048,0.051,0.001,0.0023,12,37,3.66,V,14,48,4.32,V
hurt,injury,0.042,0.448,0,0.1362,12,37,3.66,V,12,27,5.51,N
hurt,sad,0.018,0,0.006,0.0028,12,37,3.66,V,7,35,3.52,AJ
hurt,sick,0.018,0.016,0,0,12,37,3.66,V,13,51,3.89,AJ
hurt,fall,0.012,0.047,0,0,12,37,3.66,V,17,147,3.86,V
hurt,harm,0.012,0.635,0.001,0.0219,12,37,3.66,V,9,25,2.9,N
hurt,hit,0.012,0.071,0,0,12,37,3.66,V,18,115,4.39,V
hurt,sore,0.012,0.275,0,0.0674,12,37,3.66,V,17,10,4.77,AJ
hurt,stop,0.012,0,0,0,12,37,3.66,V,8,120,2.93,V
husband,wife,0.885,0.677,0.005,0.0011,4,131,5.45,N,8,228,5.8,N
husband,man,0.018,0,0,0.0115,4,131,5.45,N,9,1207,6.14,N
husband,spouse,0.018,0.303,0.042,0.2364,4,131,5.45,N,11,3,6.12,N
husband,love,0.012,0,0.021,0.0002,4,131,5.45,N,18,232,3.51,N
husk,corn,0.64,0.123,0,0,8,0,4.12,N,14,34,5.51,N
husk,big,0.044,0,0.003,0.0003,8,0,4.12,N,9,360,2.83,AJ
husk,dog,0.022,0,0.001,0,8,0,4.12,N,5,75,5.75,N
husk,shell,0.022,0,0,0,8,0,4.12,N,17,22,5.93,N
husk,clean,0.015,0,0,0,8,0,4.12,N,13,70,3.82,AJ
husk,elephant,0.015,0,0,0.0078,8,0,4.12,N,19,7,7,N
husk,fat,0.015,0,0,0.0017,8,0,4.12,N,16,60,4.8,N
husk,musk,0.015,0,0,0,8,0,4.12,N,11,0,4.11,N
husky,dog,0.378,0,0.002,0,12,3,,AJ,5,75,5.75,N
husky,big,0.169,0,0.015,0.0099,12,3,,AJ,9,360,2.83,AJ
husky,large,0.068,0,0.012,0.0334,12,3,,AJ,6,361,3.14,AJ
husky,fat,0.061,0,0.002,0.0075,12,3,,AJ,16,60,4.8,N
husky,build,0.034,0,0,0,12,3,,AJ,18,86,3.93,V
husky,deep,0.027,0,0,0,12,3,,AJ,13,109,3.96,AJ
husky,stocky,0.027,,,,12,3,,AJ,,,,
husky,voice,0.027,0,0,0,12,3,,AJ,16,226,5.03,N
husky,man,0.02,0,0.001,0,12,3,,AJ,9,1207,6.14,N
husky,boys,0.014,0,0,0,12,3,,AJ,9,143,6.93,N
husky,burly,0.014,,,,12,3,,AJ,,,,
husky,football,0.014,0,0,0,12,3,,AJ,23,36,5.75,N
hustle,bustle,0.222,,,,10,2,3.37,V,,,,
hustle,hurry,0.159,0,0.01,0.0496,10,2,3.37,V,9,36,2.77,V
hustle,dance,0.135,0,0,0.0022,10,2,3.37,V,19,90,4.98,V
hustle,fast,0.111,0,0.062,0.0043,10,2,3.37,V,7,78,2.93,AJ
hustle,run,0.079,0,0.021,0.0074,10,2,3.37,V,10,212,4.51,V
hustle,move,0.071,0,0,0.0034,10,2,3.37,V,27,171,3.81,V
hustle,rush,0.032,0,0.046,0.0648,10,2,3.37,V,11,20,3.46,V
hustle,sell,0.024,0,0,0,10,2,3.37,V,14,41,3.38,V
hustle,football,0.016,0,0,0,10,2,3.37,V,23,36,5.75,N
hustle,streets,0.016,,,,10,2,3.37,V,,,,
hut,straw,0.159,0,0,0.0005,17,13,5.85,N,16,18,5.91,N
hut,house,0.152,0.012,0.066,0.0308,17,13,5.85,N,13,591,6.21,N
hut,pizza,0.106,0,0,0,17,13,5.85,N,14,3,6.42,N
hut,shack,0.091,0.129,0,0.0474,17,13,5.85,N,17,1,,N
hut,home,0.053,0,0.097,0.0506,17,13,5.85,N,15,547,6.25,N
hut,island,0.053,0,0,0,17,13,5.85,N,19,167,6.4,N
hut,cottage,0.03,0.032,0,0.0609,17,13,5.85,N,11,19,5.93,N
hut,tent,0.03,0.021,0.001,0.0096,17,13,5.85,N,15,20,5.79,N
hut,grass,0.023,0,0.003,0,17,13,5.85,N,14,53,5.93,N
hut,indian,0.023,0,0.011,0.0007,17,13,5.85,N,17,52,6.18,N
hut,thatched,0.023,,,,17,13,5.85,N,,,,
hut,village,0.023,0.048,0,0.018,17,13,5.85,N,15,72,6.69,N
hut,cabin,0.015,0,0.002,0.0264,17,13,5.85,N,9,23,6.96,N
hut,shelter,0.015,0,0.001,0.0498,17,13,5.85,N,15,70,5.6,N
hut,small,0.015,0,0.003,0,17,13,5.85,N,9,542,3.98,AJ
hut,tepee,0.015,0.053,0.002,0.0206,17,13,5.85,N,5,0,,N
hut,twig,0.015,0,0,0,17,13,5.85,N,6,1,5.47,N
hydrogen,oxygen,0.299,0.035,0.015,0.047,12,39,,N,11,43,5.43,N
hydrogen,peroxide,0.234,0.26,0,0.0004,12,39,,N,15,2,,N
hydrogen,bomb,0.11,0,0.03,0,12,39,,N,17,36,5.91,N
hydrogen,air,0.091,0,0.143,0.0438,12,39,,N,17,257,5.67,N
hydrogen,gas,0.078,0,0.031,0.002,12,39,,N,10,98,5.34,N
hydrogen,atom,0.052,0,0,0.0645,12,39,,N,12,37,4.77,N
hydrogen,helium,0.045,0.042,0,0.0173,12,39,,N,11,15,4.58,N
hydrogen,breath,0.019,0,0.008,0.0334,12,39,,N,13,53,4.91,N
hydrogen,carbon,0.019,0,0,0.0126,12,39,,N,12,30,5.07,N
hydrogen,water,0.019,0,0.017,0.0013,12,39,,N,18,442,6.27,N
hydrogen,chemical,0.013,0,0.006,0.0016,12,39,,N,24,60,,AJ
hydrogen,fuel,0.013,0,0.012,0.0518,12,39,,N,5,17,5.47,N
hygiene,clean,0.389,0,0.011,0,16,3,,N,13,70,3.82,AJ
hygiene,dental,0.101,,,,16,3,,N,,,,
hygiene,cleanliness,0.094,,,,16,3,,N,,,,
hygiene,oral,0.06,,,,16,3,,N,,,,
hygiene,teeth,0.04,0,0.013,0.0143,16,3,,N,16,103,6.14,N
hygiene,personal,0.034,0.031,0,0,16,3,,N,12,196,2.9,AJ
hygiene,good,0.02,0,0.003,0,16,3,,N,8,807,2.53,AJ
hygiene,health,0.02,0,0,0.0027,16,3,,N,21,105,3.54,N
hygiene,toothbrush,0.02,0.029,0.004,0.0389,16,3,,N,9,6,,N
hygiene,bath,0.013,0,0.002,0.0988,16,3,,N,10,26,5.9,N
hygiene,cleanse,0.013,,,,16,3,,N,,,,
hygiene,dentist,0.013,0,0.003,0.0184,16,3,,N,8,12,6.03,N
hygiene,odor,0.013,0,0,0,16,3,,N,6,14,5.83,N
hygiene,shower,0.013,0,0.004,0.0735,16,3,,N,17,15,5.88,N
hygiene,toothpaste,0.013,0.013,0.01,0.0136,16,3,,N,13,1,,N
hygiene,wash,0.013,0,0,0.087,16,3,,N,14,37,4.2,V
hymn,song,0.479,0,0.047,0.025,10,9,4.91,N,16,70,5.04,N
hymn,church,0.179,0,0.015,0.0019,10,9,4.91,N,15,348,5.82,N
hymn,sing,0.086,0,0.147,0.2188,10,9,4.91,N,17,34,4.12,V
hymn,psalm,0.029,0.048,0,0.0765,10,9,4.91,N,11,4,4,N
hymn,bible,0.021,0,0.014,0.0191,10,9,4.91,N,8,59,5.81,N
hymn,prayer,0.021,0,0.001,0.0638,10,9,4.91,N,10,28,3.6,N
hymn,book,0.014,0,0.005,0.0008,10,9,4.91,N,15,193,6.09,N
hymn,choir,0.014,0,0.002,0.0923,10,9,4.91,N,10,8,5.54,N
hymn,religion,0.014,0,0.027,0.0277,10,9,4.91,N,14,119,3.71,N
hymn,verse,0.014,0,0.001,0.1154,10,9,4.91,N,16,28,,N
hyper,active,0.295,0.02,0,0.0016,19,0,,N,21,88,,AJ
hyper,tension,0.075,0,0,0,19,0,,N,10,59,,N
hyper,calm,0.055,0,0.001,0.0014,19,0,,N,14,35,3.56,AJ
hyper,crazy,0.055,0,0.003,0.001,19,0,,N,16,34,2.2,AJ
hyper,space,0.041,0,0,0,19,0,,N,25,184,3.59,N
hyper,energy,0.034,0.014,0.016,0,19,0,,N,22,100,3.44,N
hyper,energetic,0.027,0,0,0.0024,19,0,,N,23,11,,ADJ
hyper,excited,0.027,0.013,0,0,19,0,,N,19,23,,AJ
hyper,spastic,0.027,,,,19,0,,N,,,,
hyper,loud,0.021,0,0,0,19,0,,N,11,20,3.93,AJ
hyper,sugar,0.021,0,0,0,19,0,,N,12,34,6.35,N
hyper,activity,0.014,0,0,0.007,19,0,,N,22,116,,N
hyper,child,0.014,0,0,0,19,0,,N,15,213,5.72,N
hyper,fast,0.014,0,0.008,0.0084,19,0,,N,7,78,2.93,AJ
hyper,jumpy,0.014,0.039,0,0.0029,19,0,,N,19,2,,AD
hyper,outofcontrol,0.014,,,,19,0,,N,,,,
hyper,overactive,0.014,,,,19,0,,N,,,,
hyper,slow,0.014,0,0.008,0.0074,19,0,,N,11,60,2.89,AJ
hyper,wild,0.014,0,0.006,0.0096,19,0,,N,15,56,3.72,AJ
hypnotize,sleep,0.187,0,0.02,0,18,0,,V,10,65,4.74,N
hypnotize,trance,0.127,0.25,0,0.0277,18,0,,V,16,4,3.6,N
hypnotize,mesmerize,0.06,,,,18,0,,V,,,,
hypnotize,fake,0.047,0,0.001,0,18,0,,V,19,10,2.88,AJ
hypnotize,psychologist,0.04,,,,18,0,,V,,,,
hypnotize,hypnotist,0.033,,,,18,0,,V,,,,
hypnotize,magician,0.033,0,0,0.0016,18,0,,V,12,4,5.56,N
hypnotize,unconscious,0.027,0,0,0.0156,18,0,,V,16,30,,AJ
hypnotize,control,0.02,0,0,0,18,0,,V,23,223,2.68,V
hypnotize,entrance,0.02,0,0,0,18,0,,V,8,57,4.92,N
hypnotize,mind,0.02,0,0.006,0,18,0,,V,10,325,2.6,N
hypnotize,psychology,0.02,0,0.002,0.0055,18,0,,V,14,14,3.42,N
hypnotize,spell,0.02,0,0.004,0,18,0,,V,21,19,3.49,V
hypnotize,alert,0.013,0,0,0,18,0,,V,13,33,3.96,AJ
hypnotize,daze,0.013,,,,18,0,,V,,,,
hypnotize,eyes,0.013,0,0.002,0,18,0,,V,15,394,,N
hypnotize,remember,0.013,0,0,0.0006,18,0,,V,8,138,2.8,V
hypnotize,under,0.013,0,0,0,18,0,,V,11,707,3.15,PP
hypothesis,guess,0.286,0.031,0,0.0065,13,18,2.25,N,20,56,3.27,V
hypothesis,theory,0.272,0.069,0.003,0.0208,13,18,2.25,N,25,129,1.9,N
hypothesis,idea,0.075,0,0.067,0.0151,13,18,2.25,N,17,195,2.87,N
hypothesis,question,0.041,0,0.049,0.0004,13,18,2.25,N,6,257,3.91,N
hypothesis,thought,0.034,0,0.034,0.0092,13,18,2.25,N,9,442,1.28,N
hypothesis,reason,0.027,0,0.006,0.0018,13,18,2.25,N,27,241,3.44,N
hypothesis,science,0.027,0,0.026,0.0008,13,18,2.25,N,18,131,4.14,N
hypothesis,test,0.027,0,0.012,0.0016,13,18,2.25,N,17,119,5.08,N
hypothesis,thesis,0.027,0,0.004,0.0165,13,18,2.25,N,18,11,,N
hypothesis,experiment,0.02,0.029,0.005,0.0156,13,18,2.25,N,15,122,,N
hypothesis,conclusion,0.014,0,0,0,13,18,2.25,N,8,59,3.25,N
hypothesis,statement,0.014,0,0.006,0.0053,13,18,2.25,N,18,141,,N
hypothesis,theorem,0.014,0.081,0,0.0442,13,18,2.25,N,14,18,,N
i,me,0.653,0.067,0.0893,0.0534,6,5173,4.79,P,12,1181,5,P
i,you,0.1,0.032,0.3265,0.4596,6,5173,4.79,P,9,3286,3.66,P
i,eye,0.04,0,0,0,6,5173,4.79,P,13,122,6.28,N
i,myself,0.04,,,,6,5173,4.79,P,,,,
i,self,0.04,0.028,0.0111,0.3133,6,5173,4.79,P,13,40,4.33,N
i,am,0.027,,,,6,5173,4.79,P,,,,
ice,cold,0.364,0.098,0.0147,0.0062,18,45,6.51,N,19,171,4.67,AJ
ice,cream,0.12,0.372,0,0,18,45,6.51,N,14,20,6.08,N
ice,water,0.103,0.029,0.0144,0.012,18,45,6.51,N,18,442,6.27,N
ice,cube,0.06,0.34,0.0002,0.001,18,45,6.51,N,11,1,5.05,N
ice,pick,0.033,0,0,0.0002,18,45,6.51,N,13,55,4.98,V
ice,skate,0.022,0.246,0,0,18,45,6.51,N,14,1,5.5,N
ice,berg,0.016,,,,18,45,6.51,N,,,,
ice,cool,0.016,0.074,0.0086,0.0463,18,45,6.51,N,12,62,3.6,AJ
ice,drink,0.016,0,0.0175,0.016,18,45,6.51,N,20,82,4.95,V
ice,frozen,0.016,0.182,0,0.0743,18,45,6.51,N,13,27,5.15,AJ
ice,man,0.016,0,0,0,18,45,6.51,N,9,1207,6.14,N
ice,melt,0.016,0.164,0.0004,0.002,18,45,6.51,N,17,4,4.04,V
ice,box,0.011,0,0.0053,0.0012,18,45,6.51,N,15,70,5.91,N
ice,bucket,0.011,0.108,0,0.0384,18,45,6.51,N,11,7,5.9,N
ice,fire,0.011,0,0,0.015,18,45,6.51,N,18,187,6.13,N
ice,hot,0.011,0,0.1593,0.2461,18,45,6.51,N,8,130,5.03,AJ
ice,machine,0.011,0,0,0,18,45,6.51,N,17,103,6.75,N
ice,scratch,0.011,0,0.0005,0,18,45,6.51,N,13,9,5.31,V
icecream,cold,0.271,0,0.0044,0,17,45,5.84,N,19,171,4.67,AJ
icecream,cone,0.15,0.562,0.0006,0,17,45,5.84,N,9,13,5.98,N
icecream,chocolate,0.1,0.02,0.0141,0.0128,17,45,5.84,N,17,9,5.72,N
icecream,sweet,0.05,0,0.017,0.0064,17,45,5.84,N,12,70,4.53,AJ
icecream,milk,0.043,0.012,0.0076,0.0079,17,45,5.84,N,18,49,6.66,N
icecream,yogurt,0.043,0.245,0.0003,0.0192,17,45,5.84,N,17,0,,N
icecream,sandwich,0.036,0,0,0.007,17,45,5.84,N,18,10,6.37,N
icecream,melt,0.021,0,0,0.0018,17,45,5.84,N,17,4,4.04,V
icecream,parlor,0.021,,,,17,45,5.84,N,,,,
icecream,vanilla,0.021,0.359,0.0134,0.0367,17,45,5.84,N,10,1,5.38,N
icecream,candy,0.014,0,0.0279,0.0217,17,45,5.84,N,14,16,6.56,N
icecream,cool,0.014,0,0,0.0293,17,45,5.84,N,12,62,3.6,AJ
icecream,dessert,0.014,0.115,0,0.0114,17,45,5.84,N,13,7,6.43,N
icecream,food,0.014,0,0.0133,0,17,45,5.84,N,18,147,5.84,N
icecream,strawberry,0.014,0,0.0031,0.0018,17,45,5.84,N,21,2,7,N
icecream,sundae,0.014,,,,17,45,5.84,N,,,,
icecream,yummy,0.014,0,0.0022,0.0061,17,45,5.84,N,10,0,,AJ
iceberg,cold,0.302,0,0.031,0.0056,16,0,,N,19,171,4.67,AJ
iceberg,lettuce,0.148,0,0,0,16,0,,N,11,0,5.67,N
iceberg,alaska,0.06,,,,16,0,,N,,,,
iceberg,titanic,0.06,,,,16,0,,N,,,,
iceberg,ice,0.054,0,0.0549,0.1124,16,0,,N,18,45,6.51,N
iceberg,glacier,0.027,0.034,0,0.0686,16,0,,N,6,1,6.93,N
iceberg,melt,0.027,0,0.0009,0.0091,16,0,,N,17,4,4.04,V
iceberg,tip,0.027,0.013,0,0,16,0,,N,21,22,4.42,N
iceberg,iceland,0.02,,,,16,0,,N,,,,
iceberg,northpole,0.02,,,,16,0,,N,,,,
iceberg,ship,0.02,0,0,0.0003,16,0,,N,9,83,6.25,N
iceberg,water,0.02,0,0.011,0.0082,16,0,,N,18,442,6.27,N
iceberg,antarctica,0.013,,,,16,0,,N,,,,
iceberg,arctic,0.013,0,0,0.1972,16,0,,N,8,4,,AJ
iceberg,greenland,0.013,,,,16,0,,N,,,,
iceberg,icecube,0.013,,,,16,0,,N,,,,
icing,cake,0.812,0.054,0.0142,0.0037,9,1,6.1,N,19,13,6.11,N
icing,sweet,0.04,0,0.0301,0.0013,9,1,6.1,N,12,70,4.53,AJ
icing,frosting,0.02,0.116,0.0219,0.509,9,1,6.1,N,7,1,6,N
icing,chocolate,0.013,0,0.0743,0.0536,9,1,6.1,N,17,9,5.72,N
icing,eat,0.013,0,0.0619,0,9,1,6.1,N,11,61,4.75,N
icing,fattening,0.013,0,0,0.06,9,1,6.1,N,20,2,,V
icing,hockey,0.013,0,0,0,9,1,6.1,N,13,1,5.23,N
icing,skate,0.013,0,0,0,9,1,6.1,N,14,1,5.5,N
icing,sugar,0.013,0,0.0028,0.0173,9,1,6.1,N,12,34,6.35,N
idea,thought,0.443,0.122,0.015,0.018,17,195,2.87,N,9,442,1.28,N
idea,light,0.082,0,0.0045,0.0011,17,195,2.87,N,12,333,5.39,N
idea,think,0.072,0.039,0.1048,0.0433,17,195,2.87,N,22,433,3.38,V
idea,concept,0.031,0.421,0,0.0159,17,195,2.87,N,10,85,1.97,N
idea,opinion,0.031,0.097,0.0005,0.0649,17,195,2.87,N,23,96,2.29,N
idea,knowledge,0.026,0,0.0015,0.0006,17,195,2.87,N,14,145,1.56,N
idea,plan,0.026,0.076,0.0008,0.0014,17,195,2.87,N,28,205,3.53,N
idea,bright,0.021,0,0.0055,0.0175,17,195,2.87,N,16,87,4.55,AJ
idea,new,0.021,0,0.0017,0,17,195,2.87,N,10,1635,3.44,AJ
idea,original,0.021,0,0.0005,0.0018,17,195,2.87,N,18,100,,AJ
idea,brain,0.015,0,0.0436,0.0382,17,195,2.87,N,17,45,5.32,N
idea,brilliant,0.015,0,0,0.0016,17,195,2.87,N,13,50,3.33,AJ
idea,notion,0.015,0.486,0,0.0509,17,195,2.87,N,6,40,1.82,N
idea,creative,0.01,0,0.0003,0.0032,17,195,2.87,N,18,49,,AJ
idea,head,0.01,0,0.0042,0.0027,17,195,2.87,N,15,424,5.98,N
idea,mind,0.01,0,0.0525,0.0364,17,195,2.87,N,10,325,2.6,N
idea,suggestion,0.01,0.142,0,0.0105,17,195,2.87,N,21,34,2.67,N
ideal,perfect,0.277,0.023,0,0.0094,17,61,2.54,N,18,58,,AJ
ideal,best,0.088,0,0.0105,0.0027,17,61,2.54,N,10,351,2.67,AJ
ideal,good,0.074,0,0.0149,0.0007,17,61,2.54,N,8,807,2.53,AJ
ideal,right,0.061,0,0.0158,0,17,61,2.54,N,3,613,3.53,AJ
ideal,idea,0.041,0,0.0033,0.012,17,61,2.54,N,17,195,2.87,N
ideal,belief,0.027,0.014,0.0004,0.0009,17,61,2.54,N,20,64,1.55,N
ideal,thought,0.027,0,0.0185,0.0064,17,61,2.54,N,9,442,1.28,N
ideal,dream,0.02,0,0.0022,0.0016,17,61,2.54,N,10,64,3.03,N
ideal,goal,0.02,0,0.0005,0.0004,17,61,2.54,N,21,60,3.4,N
ideal,real,0.02,0,0.0007,0.0006,17,61,2.54,N,14,260,2.78,AJ
ideal,realistic,0.02,,,,17,61,2.54,N,,,,
ideal,optimistic,0.014,0,0,0.0035,17,61,2.54,N,14,15,,AJ
ideal,true,0.014,0,0.0012,0.0015,17,61,2.54,N,14,231,2.65,
ideal,typical,0.014,,,,17,61,2.54,N,,,,
ideal,utopia,0.014,,,,17,61,2.54,N,,,,
ideal,virtue,0.014,0,0.0002,0.0008,17,61,2.54,N,22,30,1.46,N
ideal,vision,0.014,0,0,0.0016,17,61,2.54,N,12,56,4.27,N
identical,same,0.456,0,0.0515,0.0071,6,31,3.8,AJ,8,686,2.44,AJ
identical,twin,0.429,0.072,0.0007,0.0338,6,31,3.8,AJ,15,7,5.58,N
identical,exact,0.048,0,0.0187,0.0157,6,31,3.8,AJ,14,27,2.63,AJ
identical,alike,0.034,0.014,0.0777,0.1978,6,31,3.8,AJ,7,20,2.83,AJ
identical,matching,0.014,,,,6,31,3.8,AJ,,,,
identical,opposite,0.014,0,0.0098,0.1603,6,31,3.8,AJ,19,81,2.95,AJ
identification,card,0.286,0,0.0003,0,14,43,,N,21,26,5.61,N
identification,license,0.095,0,0.0003,0.0021,14,43,,N,11,36,,N
identification,number,0.095,0,0.0061,0.0008,14,43,,N,17,472,3.76,N
identification,i.d.,0.068,,,,14,43,,N,,,,
identification,picture,0.068,0,0.0093,0.0009,14,43,,N,11,162,6.75,N
identification,name,0.054,0.021,0.003,0.0138,14,43,,N,20,294,3.96,N
identification,driverslicense,0.034,,,,14,43,,N,,,,
identification,person,0.034,0,0.01,0,14,43,,N,14,175,6.51,N
identification,proof,0.027,0.074,0,0,14,43,,N,23,40,3.51,N
identification,fake,0.02,0.014,0,0,14,43,,N,19,10,2.88,AJ
identification,identity,0.014,0,0.0019,0.0193,14,43,,N,17,55,,N
identification,photo,0.014,0.02,0.0042,0.0392,14,43,,N,15,5,5.88,N
identification,police,0.014,0,0,0,14,43,,N,19,155,6.69,N
identification,you,0.014,0,0.0003,0.0006,14,43,,N,9,3286,3.66,P
identity,person,0.162,0,0.03,0.0008,17,55,,N,14,175,6.51,N
identity,self,0.149,0,0.0013,0.0357,17,55,,N,13,40,4.33,N
identity,name,0.117,0.035,0,0.0241,17,55,,N,20,294,3.96,N
identity,crisis,0.071,0,0,0,17,55,,N,29,82,2.81,N
identity,me,0.058,0,0.0902,0.0114,17,55,,N,12,1181,5,P
identity,id,0.039,,,,17,55,,N,,,,
identity,personality,0.032,0,0.0042,0.016,17,55,,N,25,48,2.61,N
identity,secret,0.032,0,0.0016,0.0003,17,55,,N,24,52,,AJ
identity,character,0.026,0,0.0009,0.0244,17,55,,N,15,118,3.69,N
identity,self-esteem,0.026,,,,17,55,,N,,,,
identity,card,0.019,0,0,0,17,55,,N,21,26,5.61,N
identity,knowledge,0.019,0,0,0,17,55,,N,14,145,1.56,N
identity,license,0.019,0,0,0,17,55,,N,11,36,,N
identity,personal,0.019,0,0.0004,0.0027,17,55,,N,12,196,2.9,AJ
identity,you,0.019,0,0.029,0.0476,17,55,,N,9,3286,3.66,P
identity,individualism,0.013,,,,17,55,,N,,,,
identity,pointout,0.013,,,,17,55,,N,,,,
idiot,stupid,0.333,0.083,0.117,0.1073,10,2,,N,6,24,3.39,AJ
idiot,dumb,0.17,0,0.2284,0.1838,10,2,,N,4,13,3.36,AJ
idiot,fool,0.061,0.185,0.0011,0.0637,10,2,,N,14,37,3.46,N
idiot,moron,0.061,0.331,0.0047,0.1026,10,2,,N,10,0,,N
idiot,smart,0.041,0,0.0817,0.1075,10,2,,N,14,21,3,V
idiot,jerk,0.027,0.079,0.0062,0.008,10,2,,N,22,2,4.53,V
idiot,savant,0.027,,,,10,2,,N,,,,
idiot,dork,0.02,,,,10,2,,N,,,,
idiot,dunce,0.014,,,,10,2,,N,,,,
idiot,uneducated,0.014,,,,10,2,,N,,,,
idol,billy,0.224,,,,15,7,,N,,,,
idol,hero,0.075,0.028,0,0.0023,15,7,,N,18,52,4.22,N
idol,statue,0.068,0,0,0.0006,15,7,,N,17,15,6,N
idol,god,0.061,0,0.0099,0,15,7,,N,23,318,3.61,N
idol,star,0.048,0,0.0063,0,15,7,,N,16,25,5.59,N
idol,worship,0.041,0.041,0.0004,0.0147,15,7,,N,14,36,,N
idol,rolemodel,0.027,,,,15,7,,N,,,,
idol,admire,0.02,0.011,0,0.0009,15,7,,N,17,10,2.92,V
idol,famous,0.02,0,0.002,0.0104,15,7,,N,14,89,3.05,AJ
idol,mentor,0.02,,,,15,7,,N,,,,
idol,person,0.02,0,0.0038,0.0002,15,7,,N,14,175,6.51,N
idol,car,0.014,0,0.0021,0.0002,15,7,,N,25,274,6.35,N
idol,icon,0.014,,,,15,7,,N,,,,
idol,me,0.014,0,0.0003,0,15,7,,N,12,1181,5,P
idol,speed,0.014,0,0.0001,0.0021,15,7,,N,15,83,3.56,N
igloo,ice,0.291,0,0.0342,0.0812,9,0,,N,18,45,6.51,N
igloo,cold,0.223,0,0.1139,0.0294,9,0,,N,19,171,4.67,AJ
igloo,eskimo,0.176,,,,9,0,,N,,,,
igloo,cooler,0.068,0,0,0.0545,9,0,,N,10,12,5.15,N
igloo,home,0.047,0,0.0249,0.0137,9,0,,N,15,547,6.25,N
igloo,house,0.041,0,0.0187,0.0276,9,0,,N,13,591,6.21,N
igloo,snow,0.027,0,0.0074,0.0613,9,0,,N,14,59,6.05,N
igloo,alaska,0.02,,,,9,0,,N,,,,
igloo,hut,0.02,0,0.0005,0.0087,9,0,,N,17,13,5.85,N
ignorant,stupid,0.454,0.021,0.0979,0.1073,12,12,,AJ,6,24,3.39,AJ
