word_english,arousal_LSA_M,arousal_norms_M,concrete_LSA_M,concrete_norms_M,dominate_LSA_M,dominate_norms_M,imagine_LSA_M,imagine_norms_M,valence_LSA_M,valence_norms_M
instantaneous,4.82,,3.65,,5.36,,4.11,,5.45,
instantaneously,5.04,,4.38,,5.18,,4.34,,5.48,
instantly,5.64,,3.93,,4.82,,4.81,,4.34,
instead,5.12,,3.49,,5.34,,3.9,,5.55,
instep,4.99,,5.63,,5.52,,5.53,,5.9,
instill,5.39,,2.86,,5.47,,3.61,,5.57,
instinct,5.46,,3.8,3.06,5,,4.25,3.78,5.44,
instinctive,5.53,,3.43,,5.26,,3.91,,5.74,
instinctively,5.72,,2.92,,5.01,,4.41,,4.81,
institute,5.37,,3.88,,5.59,,4.15,,6.06,
institutes,5.39,,4.1,,6.08,,4.28,,7,
institution,5.11,,3.13,4.14,5.81,,3.72,4.41,6.24,
institutional,5.29,,3.31,,5.89,,3.78,,6.16,
institutionalization,5.19,,3.68,,5.13,,4.03,,5.26,
institutionalize,5.19,,3.04,,5.27,,3.67,,5.32,
instruct,5.29,,3.48,,5.25,,3.74,,5.48,
instruction,5.03,,4.07,,5.63,,4.28,,6.18,
instructional,4.98,,3.76,,5.68,,4.19,,6.31,
instructive,5.01,,3.64,,5.42,,4.12,,6.04,
instructor,5.21,,4.16,,5.67,,4.56,,6.21,
instrument,4.68,,5.04,,5.37,,5.13,,6.09,
instrumental,5.16,,4.16,,5.56,,4.37,,6.31,
insufficient,5.09,,2.95,,4.94,,3.33,,4.96,
insufficiently,5.18,,2.8,,4.83,,3.62,,4.81,
insulate,4.41,,4.99,,5.09,,4.7,,5.2,
insulation,4.4,,5.13,,5.04,,4.69,,5.3,
insulator,4.58,,5.56,,5.2,,5.17,,5.72,
insulin,4.93,,4.86,,4.6,,4.68,,4.13,
insult,5.9,6,3.23,,4.78,3.62,4.33,,3.51,2.29
insulting,5.74,,3.67,,4.91,,4.51,,4.27,
insurance,5.32,,3.7,3.11,4.41,,4.22,3.71,4,
insured,5.16,,3.61,,4.27,,4.09,,3.74,
insurer,5.22,,3.67,,4.09,,4.17,,3.5,
insurgent,5.71,,3.45,,4.71,,4.27,,3.94,
insurrection,5.5,,3.74,,4.84,,4.08,,4.03,
intact,5.18,,2.87,,5.01,,3.4,,5.15,
intake,4.71,,4.72,,4.82,,4.84,,4.83,
intangible,5.2,,3.44,,5.7,,3.87,,6.47,
integer,4.47,,4.04,,5.18,,4.11,,5.74,
integral,5,,3.36,,5.68,,3.55,,6.26,
integrate,5.17,,3.35,,5.4,,3.72,,5.87,
integrated,5.2,,3.55,,5.82,,3.76,,6.55,
integration,4.99,,3.24,,5.33,,3.65,,5.66,
integrity,5.4,,2.91,,5.63,,3.58,,5.89,
intellect,5.44,4.75,2.92,,5.59,6.3,3.95,,5.78,6.82
intellectual,5.22,,2.91,,5.73,,3.61,,6.23,
intellectually,5.33,,2.98,,5.42,,3.73,,5.81,
intelligence,5.07,,3.34,2.66,5.52,,3.78,3.89,6.06,
intelligent,5.12,,2.89,,5.75,,3.54,,6.46,
intelligently,5.17,,3.3,,5.99,,3.63,,6.66,
intelligible,5.09,,2.83,,5.67,,3.36,,6.05,
intend,5.08,,3.03,,5.47,,3.53,,5.92,
intended,5.14,,3.31,,5.3,,3.65,,5.65,
intense,5.64,,2.85,,4.73,,3.76,,4.5,
intensely,5.47,,3.04,,5.51,,4.31,,6.59,
intensify,5.42,,2.77,,5.03,,3.55,,4.86,
intensity,5.24,,3.39,,5.28,,3.8,,6.05,
intensive,5,,3.75,,5.03,,3.97,,5.18,
intent,5.22,,3.49,,4.9,,3.81,,4.68,
intention,5.36,,2.88,2.77,5.27,,3.75,2.92,5.28,
intentional,5.08,,3.19,,4.35,,3.7,,3.69,
intentionally,5.23,,3.07,,4.93,,3.37,,4.95,
intently,4.92,,4.58,,5.04,,5.06,,5.37,
interact,5.03,,3.34,,5.47,,3.6,,6.06,
interaction,5.13,,3.33,,5.41,,3.55,,5.81,
interactive,5.09,,4.08,,5.55,,4.14,,6.01,
interbreed,5.02,,4.06,,4.8,,4.02,,4.91,
intercellular,4.88,,4.56,,5.01,,4.25,,4.47,
intercept,4.83,,4.77,,5.15,,4.87,,5.29,
interchange,5.24,,3.41,,5.45,,3.73,,6.09,
interchangeable,4.59,,4.07,,5.57,,4.04,,5.95,
interchangeably,5.08,,3.06,,5.31,,3.37,,5.46,
intercity,4.57,,5.32,,5.27,,5.1,,5.6,
intercom,5.11,,5.05,,4.83,,5.16,,5.05,
interconnect,4.61,,4.33,,5.17,,4.24,,5.55,
interconnection,4.96,,3.77,,5.46,,3.86,,6.09,
intercourse,6.09,7,3.76,,5.47,6.4,4.52,,5.69,7.36
interdependence,5.21,,3.63,,5.27,,3.91,,5.58,
interdependent,5.21,,3.61,,5.2,,3.97,,5.51,
interdisciplinary,5.43,,3.97,,6.02,,4.28,,6.75,
interest,5.26,5.66,3.37,3.06,5.7,5.88,3.79,3.68,6.25,6.97
interest-group,5.28,,3.64,,5.29,,3.9,,5.27,
interested,5.27,,3.54,,5.7,,4.12,,6.65,
interesting,5.3,,3.41,,5.86,,4.03,,6.78,
interestingly,5.88,,3.17,,5.48,,3.57,,5.86,
interface,4.85,,4.41,,5.26,,4.39,,5.65,
interfacing,4.5,,5.39,,5.12,,5.16,,5.51,
interfere,5.53,,2.96,,4.59,,3.69,,3.97,
interference,5.28,,3.63,,5.16,,4,,5.28,
interim,5.28,,3.79,,5.11,,4.07,,5.21,
interior,4.37,,4.86,4.46,5.02,,4.6,4.3,5.22,
interlace,4.79,,4.62,,4.91,,4.71,,4.93,
interlock,4.58,,4.77,,5.32,,4.51,,5.53,
interlude,5.72,,4.2,,5.32,,4.77,,5.82,
intermarriage,4.74,,3.7,,5.31,,4.21,,5.68,
intermarry,5,,4.44,,4.84,,4.67,,4.77,
intermediary,5.09,,3.67,,5.19,,3.78,,5.41,
intermediate,4.71,,3.32,,5.09,,3.5,,5.31,
interminable,5.09,,4.24,,5.13,,4.86,,5.36,
intermingle,5.09,,3.51,,5.39,,4.36,,5.58,
intermittent,4.87,,4.19,,4.94,,4.15,,4.97,
intermittently,5.08,,4.74,,4.85,,4.79,,4.77,
intermix,5.33,,4.62,,5.21,,5.21,,5.67,
intermolecular,4.69,,4.85,,5.08,,4.75,,5.48,
intern,5.44,,4.62,,5.03,,5.06,,5.57,
internal,5,,3.77,,5.02,,3.87,,5.04,
internal-combustion,4.78,,5.1,,5.1,,5.02,,5.07,
internalize,5.01,,2.98,,5.54,,3.61,,6.09,
internally,5.18,,3.25,,5,,3.55,,4.88,
international,5.47,,3.65,,5.16,,4.23,,5.13,
internationally,5.49,,4.03,,5.56,,4.42,,6.07,
internship,5.46,,4.24,,6.11,,4.48,,6.97,
interoffice,4.6,,4.78,,5.27,,4.69,,5.74,
interpersonal,5.79,,3.31,,5.27,,3.82,,5.61,
interplay,5.27,,3.09,,5.15,,3.63,,5.46,
interpret,4.87,,3.31,,5.47,,3.71,,6.09,
interpretation,4.79,,2.79,,5.53,,3.26,,6.04,
interpreter,5.25,,3.72,,5.61,,4.19,,6.14,
interpretive,5.22,,3.53,,5.61,,3.8,,6.2,
interracial,4.98,,3.27,,5.12,,4.01,,5.56,
interrelate,5.16,,3.42,,5.73,,3.75,,6.41,
interrelationship,5.14,,3.12,,5.56,,3.54,,6.13,
interrogate,5.85,,4.08,,4.16,,4.58,,3.05,
interrogation,5.75,,3.95,,4.21,,4.37,,3.25,
interrogative,5.26,,3.62,,5.26,,4.09,,5.44,
interrupt,5.31,,3.67,,5.18,,4.41,,5.44,
interrupted,5.27,,3.91,,5.14,,4.68,,5.66,
interruption,5.29,,3.18,3.37,5.02,,3.9,3.65,5,
intersect,4.39,,4.29,,5.1,,4.58,,5.64,
intersection,4.66,,4.96,,4.87,,5.14,,4.95,
intersperse,4.96,,4.19,,5.24,,4.33,,5.46,
interstate,5.05,,3.94,,5.07,,4.1,,5.14,
interstellar,5.21,,4.51,,5.19,,4.89,,6.02,
interstitial,4.8,,4.73,,4.78,,4.56,,4.32,
intertwine,5.76,,3.04,,5.32,,3.88,,5.46,
interval,4.6,,3.7,,5.2,,4.05,,5.71,
intervene,5.79,,3.34,,4.57,,3.85,,3.77,
intervention,5.4,,3.35,,4.52,,3.8,,3.91,
interview,5.3,,3.5,4.29,5.59,,3.85,5.05,6.34,
interviewee,5.18,,3.59,,5.45,,3.83,,6.11,
interviewer,5.37,,3.59,,5.61,,3.92,,6.34,
interweave,4.78,,4.12,,5.5,,4.41,,5.97,
intestinal,4.99,,5.19,,4.45,,4.91,,3.45,
intestine,4.79,,5.45,,4.86,,5.07,,4.24,
intimacy,5.9,,3.19,,5.44,,4.47,,6.08,
intimate,5.91,6.98,3.25,,5.57,5.86,4.32,,6.21,7.61
intimately,5.45,,3.03,,5.53,,3.98,,6.35,
intimidate,5.45,,3.25,,4.34,,3.95,,3.44,
intimidation,5.7,,3.46,,4.57,,3.95,,3.91,
into,5.28,,4.18,,4.94,,4.5,,4.97,
intolerable,5.56,,3.8,,4.78,,4.38,,4,
intolerance,5.11,,3.1,,5.08,,4.1,,5.28,
intolerant,5.31,,2.8,,5.33,,3.81,,5.16,
intonation,5.28,,3.74,,5.18,,4.08,,5.46,
intoxicate,5.44,,4.14,,4.29,,4.75,,3.54,
intoxication,5.48,,4.08,3.77,4.17,,4.63,5.76,3.3,
intransitive,5.19,,3.82,,5.32,,3.99,,5.56,
intrastate,5.09,,3.87,,5.14,,4.02,,5.38,
intravenous,5.26,,4.32,,4.01,,4.73,,3.36,
intrepid,5.89,,4.05,,4.89,,4.95,,4.61,
intricacy,5.22,,2.91,,5.46,,3.46,,5.76,
intricate,5.29,,3.57,,5.85,,4.21,,6.97,
intrigue,5.44,,3.03,,6.07,,3.93,,6.99,
intriguing,5.22,,3.09,,5.48,,3.62,,6.06,
intrinsic,5.23,,2.85,,5.67,,3.33,,6.22,
introduce,5.12,,3.13,,6,,3.62,,6.88,
introduction,5.01,,3.55,3.4,5.66,,3.76,3.62,6.11,
introductory,4.88,,3.78,,5.56,,4,,6.09,
introspection,5.28,,3.21,,5.31,,3.68,,5.53,
intrude,5.28,,5.01,,4.83,,4.78,,5.19,
intruder,5.85,6.86,4.87,,4.62,4,5.18,,3.97,2.77
intrusion,5.28,,3.17,,4.67,,3.81,,4.4,
intrusive,5.15,,4.95,,4.91,,4.66,,5.26,
intuition,5.07,,2.97,,5.52,,3.53,,6.14,
intuitive,4.95,,3.13,,5.47,,3.79,,5.99,
intuitively,4.86,,3.29,,5.31,,3.92,,5.83,
invade,5.86,,4.39,,4.93,,4.7,,4.01,
invader,5.57,5.5,4.19,5.03,5.35,4,4.62,4.25,4.87,3.05
invalid,4.95,,3.08,,5.08,,3.54,,5.08,
invalidate,4.91,,3.4,,5.01,,3.74,,5.22,
invaluable,5.63,,3.11,,5.62,,3.8,,6.12,
invariably,5.32,,2.82,,5.54,,3.58,,6.08,
invasion,5.83,,4.22,,4.94,,4.58,,4.19,
invent,4.97,,4.12,,5.74,,4.38,,6.43,
invention,5.04,,4.05,3.94,5.85,,4.4,4.14,6.58,
inventive,5.34,,3.15,,6.11,,4.07,,6.87,
inventor,4.95,,4.52,,5.65,,4.63,,6.14,
inventory,5.08,,4.27,,5.52,,4.25,,6.27,
inverse,4.52,,3.85,,5.02,,4.48,,5.46,
inversely,4.82,,3.93,,4.99,,4.52,,5.43,
inversion,5.1,,4.57,,4.56,,4.81,,3.63,
invert,4.68,,4.65,,5.02,,4.81,,5.49,
invertebrate,5.16,,5.84,,4.69,,5.29,,4.55,
inverted,4.86,,4.66,,4.74,,4.7,,4.92,
invest,5.42,5.12,3.99,,5.28,5.88,4.24,,5.8,5.93
investigate,5.07,,3.36,,5.05,,3.8,,5.23,
investigation,5.26,,3.72,3.51,4.66,,4.06,4.11,4.44,
investigator,5.23,,3.46,,4.77,,3.7,,4.5,
investment,5.39,,3.78,,5.32,,4.12,,5.76,
investor,5.3,,3.9,,5.45,,4.11,,5.92,
invincible,5.82,,4.42,,5.8,,4.94,,5.74,
inviolable,5.21,,3.02,,5.5,,3.82,,5.92,
invisible,5.1,,4.33,,5.04,,4.64,,5.35,
invitation,5.71,,3.98,4.51,5.64,,4.8,5.19,6.98,
invite,5.67,,4.11,,5.73,,5,,7.12,
invoice,4.96,,4.65,,5.34,,4.46,,5.9,
invoke,5.16,,2.99,,5.33,,3.67,,5.23,
involuntarily,5.77,,4.42,,4.88,,5.05,,4.62,
involuntary,5.18,,5.19,,4.83,,5.13,,4.85,
involve,5.22,,3.18,,5.28,,3.47,,5.68,
involved,5.03,,3.45,,5.56,,3.73,,6.18,
involvement,5.37,,3.24,,5.11,,3.76,,5.09,
inward,4.87,,4.46,,5.09,,4.79,,5.35,
inwardly,5.77,,3.43,,5.34,,4.73,,5.5,
iodide,4.59,,5.22,,5.16,,4.96,,5.91,
iodine,4.72,,4.92,6.06,4.86,,4.6,5.14,4.77,
ion,4.7,,4.91,,5.21,,4.6,,5.64,
ionic,4.68,,4.74,,5.24,,4.45,,5.81,
ionization,4.72,,4.87,,5.32,,4.53,,5.88,
ionize,5.09,,4.76,,4.9,,4.57,,4.87,
iridescent,4.6,,5.66,,5.33,,5.56,,6.47,
iris,4.8,,5.14,,4.97,,5.29,,5.33,
iron,4.59,3.76,5.87,6.4,4.97,5.1,5.29,5.61,4.93,4.9
ironic,5.57,,3.5,,5.75,,4.26,,6.53,
ironically,5.17,,3.08,,5.3,,3.94,,5.4,
ironing,4.39,,5.65,,5.51,,5.35,,6.06,
ironworker,4.45,,5.84,,5.04,,5.25,,5.23,
irony,5.51,,3.77,1.97,5.45,,4.35,2.64,5.86,
irrational,5.29,,2.84,,4.97,,3.77,,5.11,
irrationality,5.19,,3.06,,5.52,,3.78,,5.74,
irregular,4.86,,4.09,,5.02,,4.33,,5.11,
irregularity,4.88,,3.69,2.6,5.09,,3.86,3.59,5.25,
irregularly,4.72,,4.76,,5.02,,4.55,,5.11,
irrelevant,4.86,,2.93,,5.31,,3.31,,5.48,
irrepressible,5.55,,3.38,,4.9,,4.12,,4.21,
irresistible,5.32,,3.28,,5.34,,4.02,,5.13,
irresistibly,4.93,,4.52,,4.96,,5.44,,5.38,
irresponsible,5.22,,3.01,,5.23,,3.79,,4.99,
irreversible,5.37,,3.27,,3.94,,3.82,,3.14,
irrigate,4.57,,5.6,,4.9,,5.31,,5.07,
irrigation,4.78,,5.45,4.66,4.9,,5.23,4.62,5.08,
irritability,5.09,,4.2,,4.05,,4.53,,3.08,
irritable,5.54,,3.42,,3.97,,4.38,,2.78,
irritably,5.1,,4.25,,4.91,,4.8,,4.81,
irritant,5.45,,3.82,,4.12,,4.08,,2.84,
irritate,5.33,5.76,4.37,,4.18,5.03,4.74,,3.06,3.11
irritation,5.14,,4.04,3,3.94,,4.4,4.54,3.07,
island,5.38,,4.96,6.29,5.34,,5.07,6.49,6.23,
islander,5.4,,4.89,,5.33,,5.16,,5.96,
isle,5.49,,4.35,,5.17,,4.89,,5.54,
islet,5.04,,5.15,,4.63,,4.89,,4.31,
isolate,5.18,,3.01,,5.07,,3.32,,4.95,
isolated,5.33,,3.16,,5.2,,3.34,,5.39,
isolation,5.48,,2.93,,4.92,,3.37,,4.91,
isolationist,5.67,,3.64,,4.75,,4.16,,4.21,
isomer,4.89,,4.77,,5.11,,4.55,,5.71,
isometric,4.45,,4.56,,5.14,,4.65,,5.67,
isotonic,5.15,,4.57,,5.1,,4.64,,5.44,
isotope,5.45,,4.49,,4.67,,4.53,,4.31,
issuance,5.09,,4.12,,4.93,,4.26,,4.86,
issue,5.18,,3.6,3.37,5.25,,4,2.95,5.23,
issuer,5.25,,3.99,,5.13,,4.11,,5.24,
isthmus,4.87,,4.8,,5.18,,4.99,,5.6,
it,5.18,,3.4,,5.2,,3.97,,5.63,
italic,4.73,,3.87,,5.38,,3.98,,5.53,
italicize,4.93,,3.71,,5.16,,3.85,,5.24,
itch,5.08,,4.71,,4.42,,4.97,,3.74,
itchy,4.97,,4.55,,4.03,,4.77,,3.05,
item,4.91,3.24,4.37,4.37,5.72,5.26,4.37,3.62,6.51,5.26
itemize,5.02,,4.18,,5.24,,4.16,,5.59,
itinerant,5.36,,4.08,,5.79,,4.65,,6.47,
its,5.14,,3.33,,5.67,,3.86,,6.04,
itself,5.21,,2.82,,5.36,,3.43,,5.69,
ivory,5.33,,5.28,,5.59,,5.3,,6.65,
ivy,4.71,,5.91,,5.19,,5.54,,6.05,
jab,5.23,,5.17,,4.75,,5.41,,4.43,
jack,4.43,,5.46,6.11,4.93,,5.18,4.22,5.09,
jackal,5.2,,5.25,,4.95,,5.31,,5.06,
jacket,4.45,,5.93,,5.09,,5.57,,5.56,
jackknife,4.85,,5.75,,4.93,,5.5,,5.08,
jade,5.11,,5.45,6,5.49,,5.42,4.65,6.6,
jag,5.11,,5.48,,4.67,,5.46,,5.12,
jagged,5.18,,5.06,,4.89,,5.28,,5.04,
jaguar,5.87,,5.07,,4.48,,5.3,,3.78,
jail,5.95,5.49,4.17,,4.16,3.81,4.76,,2.91,1.95
jailer,4.91,,4.84,,4.36,,4.99,,3.8,
jam,4.65,,6.18,,5.15,,5.89,,5.69,
jamb,4.26,,5.37,,4.72,,4.85,,4.83,
jangle,4.48,,5.77,,4.98,,5.59,,5.53,
janitor,4.5,,5.48,5.57,5.05,,5.33,5.14,5.4,
jar,4.39,,6.07,6.43,4.9,,5.68,5.89,5.11,
jargon,5.06,,3.21,,4.97,,3.82,,4.81,
jasmine,4.94,,4.98,,5.14,,5.38,,5.43,
jaundice,4.75,,5.4,,4.51,,5.1,,3.69,
jaunty,4.87,,5.36,,5.43,,5.56,,6.33,
jaw,5.32,,5.21,6.51,4.65,,5.18,5.61,4.47,
jawbone,4.9,,4.98,,4.55,,5.01,,4.3,
jay,4.53,,6.1,,5.15,,5.55,,5.74,
jazz,5.17,,5,,5.67,,5.27,,6.85,
jealous,5.73,,3.3,,5.21,,4.61,,5.41,
jealously,5.78,,3.58,,5.19,,4.7,,4.57,
jealousy,5.79,6.36,3.46,,5.48,3.8,4.79,,6.15,2.51
jean,4.41,,6,,5.12,,5.63,,5.56,
jeep,5.44,,5.6,,5.23,,5.49,,6.01,
jeer,5.67,,3.9,3.37,4.93,,4.74,4.36,4.72,
jello,5.17,,5.34,,5.38,,5.4,,6.4,
jelly,4.49,3.7,6.29,,5.19,4.53,5.97,,5.82,5.66
jellyfish,5.03,,5.91,,4.82,,5.42,,4.95,
jennet,5.04,,5.6,,4.6,,5.43,,4.79,
jeopardize,5.33,,3.45,,4.97,,3.64,,4.84,
jerk,5.35,,5.13,4.26,4.99,,5.37,4.89,4.94,
jerky,4.75,,5.15,,5.18,,5.19,,5.69,
jersey,4.68,,5.84,6.57,5.42,,5.57,5.78,5.89,
jest,5.35,,3.31,,5.13,,4.24,,5.02,
jester,4.86,,5.44,,5.65,,5.51,,6.47,
jet,5.12,,5,,4.91,,5.09,,5.2,
jetty,4.8,,5.42,,4.85,,5.42,,5.22,
jewel,5.37,5.38,5.02,6.46,5.66,5.59,5.27,6.36,6.83,7
jeweller,4.97,,4.94,,5.55,,4.75,,6.55,
jewellery,4.99,,5.72,,5.5,,5.44,,6.35,
jig,4.41,,5.19,,5.1,,4.82,,5.18,
jiggle,4.4,,5.56,,5.07,,5.46,,5.37,
jigsaw,4.81,,4.06,,4.87,,4.28,,4.98,
jingle,4.99,,5.8,4.49,5.41,,5.58,5.03,6.21,
jinx,5.28,,5.31,,5.68,,5.44,,6.61,
jittery,5.9,,3.71,,4.08,,4.64,,3.08,
job,5.38,,4,,6.01,,4.27,,6.74,
jobless,5.38,,3.9,,5.05,,4.51,,4.97,
jockey,5.5,,4.51,,5.81,,4.97,,6.75,
jog,5.4,,4.66,,5.47,,5.02,,6.1,
jogger,5.1,,3.97,,5.34,,4.23,,5.88,
join,5.59,,4.36,,5.42,,4.86,,5.59,
joint,4.42,,4.93,,4.83,,4.61,,4.83,
joint-stock,5.23,,4,,5.61,,4.18,,6.27,
jointed,5.05,,5.89,,4.61,,5.38,,4.36,
jointer,4.64,,5.29,,4.91,,4.9,,4.98,
jointly,5.23,,3.69,,5.46,,4.08,,6.1,
joist,4.34,,5.16,,4.91,,4.71,,5.07,
joke,5.57,6.74,3.88,4.4,5.2,6.15,4.65,5.24,5.67,8.1
joker,5.2,,4.87,,5.07,,5.13,,5.94,
jokingly,5.08,,4.46,,5.24,,4.77,,5.92,
jolly,5.62,5.57,4.02,,5.45,6.39,4.76,,6.05,7.41
jolt,4.66,,5.58,4.34,4.91,,5.37,4.32,5.02,
jostle,4.95,,4.58,,4.9,,5.38,,5.23,
jot,4.75,,4.07,,5.42,,4.16,,5.89,
joule,4.7,,4.13,,5.3,,4.48,,5.77,
journal,4.99,4.05,4.63,5.8,5.35,5.26,4.62,4.89,6.32,5.14
journalism,5.55,,4.37,,5.77,,4.78,,6.53,
journalist,5.68,,3.99,,5.3,,4.63,,5.19,
journalistic,5.33,,4.27,,5.5,,4.65,,6.02,
journalize,4.86,,4.63,,5.13,,4.58,,5.8,
journey,5.53,,4.25,,5.81,,4.71,,6.6,
journeyman,5.02,,4.24,,5.72,,4.34,,6.42,
joust,5.21,,5.29,,5.36,,5.14,,5.49,
jovial,5.66,,3.94,,4.99,,4.79,,5.2,
jowl,5.2,,4.73,,5.05,,5.01,,4.9,
joy,5.44,7.22,3.38,2.86,5.43,6.28,4.9,5.43,6.15,8.6
joyful,5.72,5.98,4.28,,5.86,6.6,5.26,,6.94,8.22
joyfully,5.57,,4.19,,5.55,,5.06,,5.93,
joyous,5.84,,3.36,,5.3,,4.85,,6.01,
joyously,5.51,,4.12,,5.58,,4.97,,6.29,
jubilant,4.65,,4.74,,5.22,,5.26,,5.9,
judge,5.18,,3.72,,4.52,,4.13,,4.07,
judgment,5.02,,2.83,,5.63,,3.46,,5.97,
judicial,4.99,,3.82,,4.8,,4.17,,4.6,
judiciary,5.26,,3.85,,5,,4.11,,4.73,
judicious,5.11,,2.88,,5.49,,3.4,,5.68,
judo,5.72,,4.69,,5.02,,4.97,,4.78,
jug,4.51,3.88,5.92,,5.28,5.05,5.67,,5.77,5.24
juggle,5.31,,5.02,,5.69,,5.28,,6.84,
juggler,5.73,,4.65,,5.89,,5.32,,7.25,
juggling,5.27,,5.25,,5.71,,5.24,,6.65,
juice,4.84,,5.88,6.26,4.99,,5.56,6.05,4.89,
juicy,4.72,,6.22,,5.37,,5.83,,6.32,
jumble,4.82,,4.79,,4.73,,5.11,,4.8,
jumbo,5.65,,5.27,,5.11,,5.32,,5.54,
jump,5.74,,4.86,4.63,5.06,,5.17,5.16,5,
jumper,5.06,,5.25,,5.29,,5.41,,5.74,
jumpy,5.36,,4.03,,4.82,,4.69,,4.62,
junction,5.25,,4.39,,4.91,,4.33,,4.75,
juncture,5.89,,4.06,,4.75,,4.48,,4.14,
jungle,5.13,,5.91,,4.97,,5.55,,5.16,
junior,5.61,,4.83,3.89,5.81,,5.11,3.97,6.45,
juniper,4.35,,5.71,,4.86,,5.45,,5.54,
junk,4.71,,4.85,,4.77,,5.01,,4.37,
junkie,5.39,,4.1,,4.19,,4.81,,3.35,
junkyard,4.86,,5.49,,4.92,,5.38,,4.44,
junta,6.01,,3.82,,4.61,,4.36,,3.58,
jurisdiction,4.91,,3.7,,4.85,,3.98,,4.72,
juror,5.33,,4,,4.19,,4.46,,3.51,
jury,5.41,,3.94,,4.21,,4.4,,3.47,
jus,5.05,,4.67,,5.11,,4.89,,5.57,
just,5.48,,3.75,,5.09,,4.43,,5.22,
justice,5.19,5.47,3.69,2.6,4.51,6.47,4.15,4.22,3.92,7.78
justifiable,5.26,,3.55,,4.45,,4,,3.9,
justification,4.82,,2.73,2.03,5.42,,3.11,3.32,5.78,
justified,5.52,,3.7,,4.99,,4.11,,4.17,
justify,5.03,,2.82,,5.26,,3.3,,5.35,
justly,5.34,,3.67,,5.51,,4.49,,5.96,
jut,4.54,,5.33,,5.01,,5.35,,5.55,
jute,4.98,,4.17,,5.33,,4.3,,5.34,
juvenile,5.55,,4.07,,4.26,,4.58,,3.57,
kachina,5.37,,4.47,,5.41,,4.82,,5.92,
kaleidoscope,5.78,,3.27,,5.64,,4.19,,6.55,
kangaroo,5.22,,5.84,,5.07,,5.57,,5.77,
kaolin,4.77,,5.65,,5.02,,5.1,,5.16,
karate,5.36,,4.57,,5.19,,4.97,,5.45,
kayak,5.31,,5.67,,4.77,,5.6,,4.83,
keel,4.72,,5.69,5.37,4.73,,5.28,4.57,4.85,
keen,5.27,,4.07,,5.45,,4.83,,6.01,
keenly,5.36,,2.84,,5.76,,3.91,,6.19,
keep,5.09,,3.73,,5.2,,4.3,,5.46,
keeper,5.38,,5.13,4.74,4.97,,5.29,4.27,5.08,
keg,4.99,,5.38,,4.88,,5.25,,4.62,
kelp,4.95,,5.98,,4.84,,5.65,,5.29,
kennel,5.11,,5.52,6.46,5.02,,5.49,5.86,5.55,
keno,4.79,,5.25,,4.73,,5.66,,4.9,
keratin,4.76,,4.69,,5,,4.57,,4.96,
kerb,4.47,,5.57,,4.94,,5.45,,5.21,
kerchief,4.67,3.43,5.97,,5.4,5.25,5.63,,6.1,5.11
kernel,4.54,,5.72,,5.15,,5.26,,5.63,
kerosene,4.43,4.34,5.73,,4.87,4.63,5.42,,4.78,4.8
ketch,5.07,,6.05,,5.08,,5.58,,5.47,
ketchup,4.95,4.09,6.11,,5.33,5.29,5.78,,5.98,5.6
ketone,4.87,,4.64,,4.98,,4.5,,4.95,
kettle,4.3,3.22,6.09,6.49,5.05,5,5.77,6.08,5.41,5.22
key,4.84,3.7,5.02,,5.32,4.98,4.78,,5.77,5.68
keyboard,4.73,,4.73,,5.25,,4.54,,5.61,
keyhole,4.67,,5.51,,4.86,,5.17,,4.75,
keynote,4.88,,4.61,,5.42,,4.76,,5.98,
keystone,5.44,,4.61,,5.26,,4.5,,5.51,
khaki,4.66,,5.92,,5.3,,5.61,,5.89,
khan,5.29,,4.85,,5.61,,4.9,,6.25,
kibbutz,5.04,,5.01,,5.17,,5.06,,5.56,
kick,5.09,4.9,5.47,5.03,5.2,5.5,5.49,5.57,5.17,4.31
kicker,5.13,,5.36,,5.65,,5.29,,6.09,
kickoff,5.25,,5.21,,5.68,,5.18,,6.06,
kid,5.55,,4.21,,4.99,,4.76,,4.95,
kidnap,6.1,,4.37,,4.5,,4.85,,3.37,
kidnapper,6.05,,4.26,,4.31,,4.73,,3.1,
kidnapping,5.8,,4.16,,4.24,,4.74,,3.27,
kidney,5.04,,5.16,,4.73,,4.89,,4.1,
kill,6.12,,4.92,,4.29,,5.27,,3.2,
killer,5.55,7.86,4.37,,3.89,4.54,4.77,,2.96,1.89
killing,6.18,,4.44,,4.12,,5.05,,2.73,
kiln,4.53,,5.6,,5.04,,5.13,,5.1,
kilo,4.67,,4.82,,5.05,,4.88,,5.21,
kilocalorie,4.73,,4.56,,5.01,,4.84,,5.12,
kilogram,4.43,,4.23,,5.02,,4.46,,5.19,
kilometre,4.86,,4.76,,5.05,,4.91,,5.6,
kilowatt,4.72,,4.72,,5.32,,4.73,,5.48,
kilowatt-hour,4.72,,4.9,,5.12,,4.8,,5.24,
kimono,5.22,,5.73,,5.61,,5.69,,6.73,
kin,5.58,,4.04,,5.18,,4.63,,5.53,
kind,5.14,4.46,3.68,,5.45,5.95,3.91,,5.9,7.59
kinda,5.6,,4.36,,5.04,,4.78,,4.83,
kindergarten,4.94,,4.51,,5.32,,4.77,,5.82,
kindle,5.26,,4.87,,5.26,,5.33,,5.89,
kindling,4.79,,5.88,,4.85,,5.62,,4.6,
kindly,5.22,,3.78,,5.04,,4.45,,4.97,
